review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
rev_000058,ord_000058,5,Excelente,,2017-12-27 09:21:00,
rev_000059,ord_000059,3,,,2017-08-06 11:54:00,
rev_000060,ord_000060,4,,Otima qualidade,2018-05-10 09:20:00,2018-05-17 09:20:00
rev_000061,ord_000061,4,Excelente,,2018-04-14 15:58:00,2018-04-23 15:58:00
rev_000063,ord_000063,5,Bom,Recomendo a todos,2018-09-12 12:16:00,2018-09-20 12:16:00
rev_000064,ord_000064,4,Bom,Produto chegou rapido,2018-11-28 16:20:00,
rev_000065,ord_000065,3,Bom,Otima qualidade,2018-09-14 08:48:00,
rev_000066,ord_000066,5,Excelente,,2018-07-10 09:11:00,
rev_000068,ord_000068,4,,,2019-01-10 17:07:00,2019-01-17 17:07:00
rev_000070,ord_000070,5,Recomendo,Produto chegou rapido,2018-11-19 17:30:00,2018-11-19 17:30:00
rev_000071,ord_000071,4,,,2018-10-09 13:44:00,2018-10-16 13:44:00
rev_000073,ord_000073,3,Bom,Produto com defeito,2017-11-04 09:36:00,2017-11-08 09:36:00
rev_000075,ord_000075,5,,Recomendo a todos,2017-02-08 22:24:00,2017-02-11 22:24:00
rev_000076,ord_000076,5,Péssimo,Produto chegou rapido,2017-10-03 19:14:00,2017-10-08 19:14:00
rev_000077,ord_000077,5,,,2018-01-28 22:16:00,2018-02-01 22:16:00
rev_000079,ord_000079,5,Bom,Produto chegou rapido,2018-05-22 10:35:00,2018-05-28 10:35:00
rev_000080,ord_000080,4,Recomendo,,2017-08-11 10:12:00,2017-08-13 10:12:00
rev_000081,ord_000081,5,Bom,,2017-05-29 18:02:00,
rev_000082,ord_000082,5,,,2017-10-03 14:41:00,
rev_000083,ord_000083,5,,Produto chegou rapido,2017-12-24 14:01:00,
rev_000084,ord_000084,5,Péssimo,Otima qualidade,2017-02-07 10:58:00,2017-02-16 10:58:00
rev_000085,ord_000085,3,Otimo,,2018-08-15 19:21:00,
rev_000086,ord_000086,5,Bom,,2017-10-26 21:00:00,2017-10-30 21:00:00
rev_000088,ord_000088,5,,Produto chegou rapido,2017-12-07 18:35:00,2017-12-12 18:35:00
rev_000089,ord_000089,5,,Produto com defeito,2018-04-14 13:49:00,
rev_000090,ord_000090,5,,,2018-11-16 17:26:00,2018-11-24 17:26:00
rev_000091,ord_000091,5,,Recomendo a todos,2017-07-21 13:21:00,2017-07-26 13:21:00
rev_000092,ord_000092,3,Otimo,,2017-12-23 16:39:00,2018-01-01 16:39:00
rev_000093,ord_000093,5,,,2018-08-15 20:24:00,2018-08-15 20:24:00
rev_000094,ord_000094,4,,Otima qualidade,2017-03-15 11:33:00,2017-03-18 11:33:00
rev_000095,ord_000095,2,,Produto chegou rapido,2018-10-25 16:16:00,2018-11-01 16:16:00
rev_000096,ord_000096,3,Otimo,,2018-12-24 09:19:00,2018-12-29 09:19:00
rev_000097,ord_000097,5,,,2018-07-01 09:04:00,2018-07-03 09:04:00
rev_000098,ord_000098,1,Bom,Otima qualidade,2018-12-14 22:46:00,2018-12-15 22:46:00
rev_000099,ord_000099,1,,Otima qualidade,2018-02-12 08:20:00,2018-02-19 08:20:00
rev_000100,ord_000100,3,,,2018-02-12 11:58:00,2018-02-14 11:58:00
rev_000101,ord_000101,3,Otimo,Atrasou a entrega,2017-06-09 14:15:00,
rev_000102,ord_000102,5,Bom,Recomendo a todos,2017-03-08 17:28:00,2017-03-11 17:28:00
rev_000103,ord_000103,5,,,2017-10-12 10:18:00,2017-10-19 10:18:00
rev_000104,ord_000104,4,Excelente,,2018-03-31 09:41:00,
rev_000105,ord_000105,5,,,2018-04-17 22:48:00,
rev_000108,ord_000108,5,,Otima qualidade,2017-08-17 08:44:00,2017-08-24 08:44:00
rev_000109,ord_000109,5,Excelente,,2017-12-05 21:11:00,
rev_000110,ord_000110,5,,Otima qualidade,2017-08-22 18:35:00,
rev_000111,ord_000111,5,Bom,,2018-08-24 14:44:00,2018-08-29 14:44:00
rev_000112,ord_000112,4,Bom,,2018-04-25 18:16:00,2018-05-02 18:16:00
rev_000113,ord_000113,5,Bom,,2018-09-06 19:39:00,2018-09-11 19:39:00
rev_000114,ord_000114,3,Excelente,Produto chegou rapido,2017-04-04 12:44:00,
rev_000115,ord_000115,2,Bom,Produto com defeito,2018-02-27 17:07:00,2018-03-02 17:07:00
rev_000116,ord_000116,3,,Produto chegou rapido,2018-12-19 10:19:00,2018-12-27 10:19:00
rev_000117,ord_000117,4,Otimo,Produto com defeito,2017-03-22 08:24:00,
rev_000118,ord_000118,5,Recomendo,Atrasou a entrega,2018-02-18 14:46:00,
rev_000119,ord_000119,3,,Otima qualidade,2017-03-06 10:34:00,2017-03-08 10:34:00
rev_000120,ord_000120,5,Bom,Produto chegou rapido,2017-07-19 17:26:00,
rev_000121,ord_000121,3,Otimo,,2018-03-16 21:19:00,2018-03-19 21:19:00
rev_000122,ord_000122,2,Bom,,2017-07-20 14:00:00,2017-07-20 14:00:00
rev_000123,ord_000123,4,Otimo,Recomendo a todos,2018-04-24 14:01:00,
rev_000124,ord_000124,4,,,2018-12-08 22:14:00,2018-12-15 22:14:00
rev_000125,ord_000125,4,,,2017-09-02 20:07:00,2017-09-10 20:07:00
rev_000126,ord_000126,1,,Otima qualidade,2017-06-11 12:07:00,2017-06-17 12:07:00
rev_000127,ord_000127,3,,Produto chegou rapido,2018-10-24 13:36:00,2018-11-02 13:36:00
rev_000128,ord_000128,4,Excelente,,2018-03-24 14:36:00,2018-03-31 14:36:00
rev_000130,ord_000130,4,,Otima qualidade,2017-12-10 14:35:00,2017-12-11 14:35:00
rev_000131,ord_000131,5,,,2018-07-07 15:08:00,2018-07-12 15:08:00
rev_000132,ord_000132,1,Excelente,Produto chegou rapido,2018-12-12 11:22:00,2018-12-17 11:22:00
rev_000134,ord_000134,5,,,2018-10-14 13:31:00,
rev_000135,ord_000135,5,,,2018-07-08 12:02:00,2018-07-08 12:02:00
rev_000136,ord_000136,5,Otimo,Otima qualidade,2018-10-28 13:20:00,
rev_000137,ord_000137,5,Recomendo,Otima qualidade,2017-08-08 10:40:00,2017-08-11 10:40:00
rev_000138,ord_000138,5,,Recomendo a todos,2018-03-07 11:13:00,
rev_000139,ord_000139,4,,Produto chegou rapido,2017-06-19 13:57:00,
rev_000140,ord_000140,5,,Recomendo a todos,2018-12-20 17:25:00,2018-12-24 17:25:00
rev_000141,ord_000141,4,,Otima qualidade,2017-04-15 20:01:00,
rev_000142,ord_000142,5,Péssimo,,2017-04-20 13:32:00,
rev_000143,ord_000143,5,Otimo,,2018-11-28 15:40:00,2018-12-02 15:40:00
rev_000144,ord_000144,4,Recomendo,,2017-11-24 18:27:00,2017-11-26 18:27:00
rev_000145,ord_000145,2,,,2018-06-23 21:55:00,2018-06-27 21:55:00
rev_000146,ord_000146,4,Excelente,,2017-11-24 15:54:00,2017-11-30 15:54:00
rev_000147,ord_000147,5,,,2018-07-16 17:08:00,2018-07-21 17:08:00
rev_000148,ord_000148,2,Bom,,2017-09-03 09:04:00,2017-09-04 09:04:00
rev_000149,ord_000149,5,,,2018-03-25 11:18:00,
rev_000150,ord_000150,5,,,2018-04-29 09:36:00,2018-05-04 09:36:00
rev_000151,ord_000151,4,Otimo,Recomendo a todos,2017-12-19 14:36:00,
rev_000152,ord_000152,5,,,2017-10-27 15:16:00,2017-10-27 15:16:00
rev_000153,ord_000153,5,,Produto chegou rapido,2017-06-29 17:57:00,2017-07-04 17:57:00
rev_000154,ord_000154,4,,Otima qualidade,2018-08-28 12:18:00,2018-09-06 12:18:00
rev_000155,ord_000155,4,Otimo,,2017-08-13 15:48:00,2017-08-13 15:48:00
rev_000156,ord_000156,5,,Atrasou a entrega,2017-11-21 15:49:00,2017-11-22 15:49:00
rev_000157,ord_000157,5,Excelente,Atrasou a entrega,2017-12-13 09:05:00,2017-12-18 09:05:00
rev_000159,ord_000159,5,,,2018-08-13 08:12:00,
rev_000160,ord_000160,3,Recomendo,,2018-02-26 12:55:00,2018-03-01 12:55:00
rev_000161,ord_000161,5,Recomendo,,2018-11-16 19:21:00,
rev_000162,ord_000162,4,Bom,,2018-08-11 22:50:00,2018-08-20 22:50:00
rev_000163,ord_000163,5,Excelente,,2018-10-27 11:28:00,2018-11-05 11:28:00
rev_000164,ord_000164,3,Excelente,,2018-09-02 21:27:00,2018-09-08 21:27:00
rev_000165,ord_000165,3,Excelente,,2017-07-25 13:54:00,
rev_000166,ord_000166,5,,Recomendo a todos,2019-01-12 17:26:00,2019-01-17 17:26:00
rev_000167,ord_000167,5,,Produto chegou rapido,2018-10-14 21:44:00,
rev_000168,ord_000168,5,Recomendo,Produto chegou rapido,2018-05-26 13:25:00,2018-05-31 13:25:00
rev_000170,ord_000170,4,,Otima qualidade,2017-08-17 22:03:00,2017-08-24 22:03:00
rev_000171,ord_000171,5,,Recomendo a todos,2018-06-23 20:12:00,
rev_000172,ord_000172,5,,,2018-02-08 16:43:00,
rev_000173,ord_000173,4,Excelente,Otima qualidade,2018-08-11 22:22:00,
rev_000177,ord_000177,5,Bom,Produto chegou rapido,2017-07-26 18:48:00,2017-07-31 18:48:00
rev_000178,ord_000178,5,Otimo,Atrasou a entrega,2017-04-20 13:37:00,2017-04-27 13:37:00
rev_000179,ord_000179,5,Bom,,2018-10-26 17:59:00,2018-11-04 17:59:00
rev_000180,ord_000180,5,Recomendo,Produto chegou rapido,2018-05-20 09:00:00,2018-05-24 09:00:00
rev_000181,ord_000181,5,,,2018-12-14 16:00:00,2018-12-18 16:00:00
rev_000182,ord_000182,4,,Produto chegou rapido,2018-09-23 10:30:00,
rev_000183,ord_000183,2,Excelente,Otima qualidade,2018-10-02 12:15:00,2018-10-11 12:15:00
rev_000184,ord_000184,4,,,2018-04-20 13:41:00,2018-04-27 13:41:00
rev_000185,ord_000185,5,,Otima qualidade,2018-10-27 13:47:00,2018-10-27 13:47:00
rev_000186,ord_000186,5,,,2018-12-14 10:06:00,2018-12-21 10:06:00
rev_000188,ord_000188,5,Otimo,,2017-05-24 12:01:00,2017-05-28 12:01:00
rev_000189,ord_000189,5,,,2018-07-24 12:41:00,2018-08-02 12:41:00
rev_000190,ord_000190,4,Excelente,Recomendo a todos,2017-06-19 13:23:00,
rev_000192,ord_000192,1,,,2018-08-21 11:05:00,
rev_000193,ord_000193,5,Bom,,2018-11-01 18:56:00,
rev_000194,ord_000194,4,,Otima qualidade,2017-07-24 17:56:00,2017-08-02 17:56:00
rev_000195,ord_000195,5,,,2017-04-28 14:31:00,
rev_000197,ord_000197,4,Recomendo,Otima qualidade,2017-07-02 21:38:00,2017-07-11 21:38:00
rev_000198,ord_000198,5,,Atrasou a entrega,2017-03-07 08:34:00,
rev_000199,ord_000199,3,,Recomendo a todos,2018-09-04 13:32:00,
rev_000201,ord_000201,3,Péssimo,Recomendo a todos,2018-04-25 20:51:00,2018-04-26 20:51:00
rev_000202,ord_000202,5,,Otima qualidade,2018-05-08 22:36:00,
rev_000204,ord_000204,5,Excelente,Produto chegou rapido,2017-10-16 20:54:00,2017-10-21 20:54:00
rev_000205,ord_000205,5,Otimo,Recomendo a todos,2018-09-21 08:12:00,2018-09-28 08:12:00
rev_000206,ord_000206,5,Otimo,Otima qualidade,2018-11-13 18:09:00,2018-11-22 18:09:00
rev_000207,ord_000207,4,,Otima qualidade,2017-12-05 08:59:00,2017-12-07 08:59:00
rev_000208,ord_000208,5,,Produto chegou rapido,2017-11-06 09:12:00,2017-11-12 09:12:00
rev_000209,ord_000209,1,,Produto com defeito,2017-11-12 22:06:00,2017-11-20 22:06:00
rev_000210,ord_000210,5,,Recomendo a todos,2017-03-18 19:33:00,2017-03-27 19:33:00
rev_000211,ord_000211,5,,,2017-11-18 16:49:00,
rev_000212,ord_000212,2,Otimo,,2017-02-18 08:03:00,2017-02-18 08:03:00
rev_000213,ord_000213,4,Bom,Produto chegou rapido,2018-10-11 10:29:00,2018-10-13 10:29:00
rev_000214,ord_000214,5,,Produto chegou rapido,2017-11-01 22:04:00,2017-11-10 22:04:00
rev_000215,ord_000215,5,Bom,Recomendo a todos,2018-08-08 14:25:00,
rev_000217,ord_000217,4,Bom,,2018-10-28 11:08:00,2018-11-05 11:08:00
rev_000218,ord_000218,5,Bom,,2018-12-26 15:55:00,2019-01-02 15:55:00
rev_000220,ord_000220,1,Bom,Produto chegou rapido,2017-05-10 18:50:00,2017-05-17 18:50:00
rev_000223,ord_000223,4,Bom,,2017-09-22 22:44:00,2017-09-28 22:44:00
rev_000224,ord_000224,5,,Produto chegou rapido,2017-03-26 15:18:00,
rev_000225,ord_000225,4,Bom,,2018-12-13 16:49:00,2018-12-13 16:49:00
rev_000226,ord_000226,1,Bom,,2017-01-18 19:31:00,2017-01-27 19:31:00
rev_000228,ord_000228,4,Recomendo,Otima qualidade,2018-02-24 16:23:00,
rev_000229,ord_000229,5,,Otima qualidade,2018-07-17 14:18:00,
rev_000230,ord_000230,4,,Produto chegou rapido,2017-11-17 09:27:00,2017-11-23 09:27:00
rev_000231,ord_000231,5,Recomendo,Otima qualidade,2018-11-21 14:46:00,
rev_000232,ord_000232,5,,Produto com defeito,2018-09-16 09:29:00,2018-09-16 09:29:00
rev_000233,ord_000233,5,,Produto chegou rapido,2018-02-17 20:16:00,2018-02-21 20:16:00
rev_000234,ord_000234,4,Bom,,2018-01-07 12:05:00,2018-01-13 12:05:00
rev_000235,ord_000235,1,,Produto chegou rapido,2018-10-31 16:51:00,2018-11-07 16:51:00
rev_000236,ord_000236,5,Péssimo,Otima qualidade,2018-09-17 15:25:00,
rev_000237,ord_000237,4,,,2018-02-10 19:26:00,2018-02-17 19:26:00
rev_000238,ord_000238,4,Excelente,Produto chegou rapido,2017-12-26 13:45:00,2018-01-02 13:45:00
rev_000239,ord_000239,5,Péssimo,Produto chegou rapido,2017-03-21 12:50:00,2017-03-29 12:50:00
rev_000240,ord_000240,5,Bom,Recomendo a todos,2017-04-30 12:30:00,2017-05-06 12:30:00
rev_000241,ord_000241,4,,Produto chegou rapido,2017-04-06 11:37:00,2017-04-10 11:37:00
rev_000242,ord_000242,3,Bom,,2017-02-25 14:14:00,
rev_000243,ord_000243,3,Otimo,Recomendo a todos,2017-07-16 19:56:00,2017-07-20 19:56:00
rev_000244,ord_000244,4,,Recomendo a todos,2018-11-21 08:34:00,2018-11-27 08:34:00
rev_000245,ord_000245,5,Recomendo,Produto chegou rapido,2018-10-07 18:43:00,2018-10-13 18:43:00
rev_000246,ord_000246,4,Recomendo,Otima qualidade,2018-11-17 11:06:00,2018-11-21 11:06:00
rev_000248,ord_000248,5,Bom,Recomendo a todos,2018-07-11 12:22:00,2018-07-13 12:22:00
rev_000249,ord_000249,4,,,2017-06-24 15:27:00,2017-06-25 15:27:00
rev_000251,ord_000251,1,,Otima qualidade,2017-11-07 22:47:00,2017-11-12 22:47:00
rev_000252,ord_000252,5,,,2018-05-06 08:20:00,
rev_000253,ord_000253,4,Recomendo,Recomendo a todos,2018-12-26 08:52:00,2018-12-29 08:52:00
rev_000254,ord_000254,1,,,2018-12-01 17:13:00,
rev_000255,ord_000255,1,Otimo,,2017-10-09 20:33:00,2017-10-15 20:33:00
rev_000256,ord_000256,2,,Produto chegou rapido,2018-09-03 08:09:00,2018-09-05 08:09:00
rev_000257,ord_000257,5,Excelente,,2017-06-02 20:17:00,
rev_000260,ord_000260,5,Bom,Produto chegou rapido,2017-07-31 09:54:00,
rev_000261,ord_000261,4,Excelente,,2018-08-23 16:19:00,2018-08-29 16:19:00
rev_000262,ord_000262,4,Otimo,,2018-01-10 09:41:00,2018-01-14 09:41:00
rev_000263,ord_000263,1,,Recomendo a todos,2017-02-17 08:05:00,
rev_000264,ord_000264,4,Recomendo,,2019-01-09 16:38:00,2019-01-12 16:38:00
rev_000265,ord_000265,4,Bom,,2018-04-28 16:54:00,2018-05-07 16:54:00
rev_000266,ord_000266,1,Excelente,,2018-01-19 12:33:00,2018-01-20 12:33:00
rev_000267,ord_000267,5,Péssimo,Recomendo a todos,2018-04-26 12:21:00,2018-05-02 12:21:00
rev_000268,ord_000268,5,Recomendo,Recomendo a todos,2018-04-30 10:47:00,2018-05-08 10:47:00
rev_000270,ord_000270,5,Recomendo,,2018-07-06 10:07:00,2018-07-09 10:07:00
rev_000271,ord_000271,5,,Otima qualidade,2018-12-01 19:39:00,
rev_000272,ord_000272,5,Bom,,2017-12-07 08:39:00,2017-12-15 08:39:00
rev_000274,ord_000274,5,,,2017-01-19 12:18:00,2017-01-27 12:18:00
rev_000275,ord_000275,1,Recomendo,Otima qualidade,2018-11-07 19:24:00,2018-11-16 19:24:00
rev_000276,ord_000276,4,Excelente,Otima qualidade,2017-11-27 19:57:00,2017-12-05 19:57:00
rev_000277,ord_000277,1,Bom,Otima qualidade,2017-11-05 14:34:00,
rev_000278,ord_000278,3,,Otima qualidade,2019-01-11 15:30:00,2019-01-15 15:30:00
rev_000279,ord_000279,3,Otimo,Produto chegou rapido,2018-06-15 09:59:00,2018-06-18 09:59:00
rev_000281,ord_000281,5,,Otima qualidade,2017-11-10 16:23:00,2017-11-11 16:23:00
rev_000282,ord_000282,1,,,2017-12-23 20:45:00,
rev_000283,ord_000283,5,Bom,Produto com defeito,2019-01-10 13:42:00,2019-01-13 13:42:00
rev_000284,ord_000284,5,Bom,,2018-02-27 08:58:00,2018-02-27 08:58:00
rev_000285,ord_000285,5,Bom,,2017-10-02 15:39:00,2017-10-03 15:39:00
rev_000286,ord_000286,5,Bom,,2018-06-01 17:18:00,
rev_000287,ord_000287,4,,Produto com defeito,2018-02-01 18:23:00,2018-02-08 18:23:00
rev_000288,ord_000288,5,,,2017-03-29 18:05:00,2017-04-06 18:05:00
rev_000289,ord_000289,5,Bom,,2018-11-18 10:55:00,2018-11-25 10:55:00
rev_000290,ord_000290,5,,,2017-01-31 19:07:00,2017-01-31 19:07:00
rev_000291,ord_000291,5,Otimo,,2018-12-12 11:32:00,2018-12-15 11:32:00
rev_000292,ord_000292,5,Otimo,Produto chegou rapido,2018-10-07 08:24:00,2018-10-12 08:24:00
rev_000293,ord_000293,5,,,2017-04-26 12:08:00,2017-04-27 12:08:00
rev_000294,ord_000294,5,Excelente,Produto chegou rapido,2018-08-26 12:17:00,2018-08-27 12:17:00
rev_000295,ord_000295,5,,Otima qualidade,2018-10-01 09:38:00,2018-10-10 09:38:00
rev_000296,ord_000296,5,,,2018-06-18 12:01:00,
rev_000297,ord_000297,5,Otimo,Otima qualidade,2018-05-30 08:57:00,2018-06-06 08:57:00
rev_000298,ord_000298,2,,Produto chegou rapido,2017-03-28 09:54:00,2017-04-05 09:54:00
rev_000299,ord_000299,5,,,2017-04-07 10:05:00,2017-04-14 10:05:00
rev_000300,ord_000300,5,,Atrasou a entrega,2018-09-07 16:52:00,2018-09-14 16:52:00
rev_000302,ord_000302,3,,,2017-10-02 19:04:00,2017-10-06 19:04:00
rev_000304,ord_000304,4,Excelente,,2017-08-01 20:48:00,2017-08-02 20:48:00
rev_000305,ord_000305,4,,Produto com defeito,2018-10-10 18:39:00,2018-10-15 18:39:00
rev_000306,ord_000306,5,Bom,Recomendo a todos,2018-10-28 08:14:00,2018-11-06 08:14:00
rev_000307,ord_000307,1,,,2018-10-29 21:43:00,2018-11-06 21:43:00
rev_000308,ord_000308,5,,,2017-03-19 11:42:00,2017-03-20 11:42:00
rev_000309,ord_000309,4,,Produto com defeito,2018-02-15 18:44:00,
rev_000310,ord_000310,5,Recomendo,,2018-11-01 22:32:00,2018-11-06 22:32:00
rev_000311,ord_000311,5,,,2017-12-31 08:49:00,2018-01-07 08:49:00
rev_000312,ord_000312,5,Bom,,2018-08-08 08:38:00,
rev_000313,ord_000313,3,Bom,Produto com defeito,2018-06-05 19:07:00,2018-06-14 19:07:00
rev_000314,ord_000314,5,Recomendo,,2017-12-29 19:48:00,2018-01-01 19:48:00
rev_000315,ord_000315,5,Recomendo,Otima qualidade,2017-11-18 17:19:00,2017-11-21 17:19:00
rev_000316,ord_000316,4,,Otima qualidade,2018-07-31 11:42:00,2018-08-02 11:42:00
rev_000317,ord_000317,3,Bom,Produto chegou rapido,2017-06-25 10:40:00,2017-06-26 10:40:00
rev_000318,ord_000318,3,Excelente,,2018-11-07 10:20:00,2018-11-13 10:20:00
rev_000319,ord_000319,1,Otimo,,2018-06-04 15:09:00,2018-06-12 15:09:00
rev_000320,ord_000320,3,,,2017-06-16 19:41:00,2017-06-19 19:41:00
rev_000321,ord_000321,3,Otimo,,2018-08-28 08:50:00,2018-09-03 08:50:00
rev_000323,ord_000323,5,,,2017-09-02 17:37:00,2017-09-09 17:37:00
rev_000324,ord_000324,1,,Otima qualidade,2018-12-27 13:13:00,2018-12-31 13:13:00
rev_000325,ord_000325,5,Excelente,,2018-09-04 11:18:00,2018-09-13 11:18:00
rev_000326,ord_000326,3,,,2018-06-12 12:45:00,
rev_000327,ord_000327,4,Bom,Produto chegou rapido,2018-11-17 15:24:00,2018-11-25 15:24:00
rev_000328,ord_000328,5,,Produto chegou rapido,2018-05-05 18:43:00,2018-05-14 18:43:00
rev_000329,ord_000329,5,Excelente,Produto chegou rapido,2018-03-02 22:18:00,2018-03-07 22:18:00
rev_000330,ord_000330,5,Bom,Produto chegou rapido,2017-08-19 11:00:00,2017-08-19 11:00:00
rev_000331,ord_000331,5,Otimo,Recomendo a todos,2017-07-19 10:36:00,
rev_000332,ord_000332,5,,,2018-02-19 20:36:00,2018-02-19 20:36:00
rev_000333,ord_000333,5,Recomendo,,2018-03-07 22:37:00,2018-03-09 22:37:00
rev_000334,ord_000334,2,,Produto chegou rapido,2018-08-28 21:16:00,2018-09-06 21:16:00
rev_000335,ord_000335,5,Otimo,Produto chegou rapido,2018-03-13 12:48:00,2018-03-16 12:48:00
rev_000336,ord_000336,5,Recomendo,Atrasou a entrega,2018-06-09 17:29:00,2018-06-12 17:29:00
rev_000337,ord_000337,5,Otimo,Otima qualidade,2018-11-04 22:45:00,
rev_000338,ord_000338,5,,Produto com defeito,2019-01-08 12:36:00,
rev_000339,ord_000339,5,,Otima qualidade,2017-12-06 13:24:00,2017-12-10 13:24:00
rev_000341,ord_000341,2,Recomendo,Otima qualidade,2018-10-24 08:34:00,2018-10-31 08:34:00
rev_000342,ord_000342,5,Excelente,Otima qualidade,2017-04-22 17:30:00,
rev_000343,ord_000343,5,Otimo,,2017-12-04 12:38:00,
rev_000345,ord_000345,5,,Otima qualidade,2018-08-01 17:54:00,2018-08-01 17:54:00
rev_000346,ord_000346,3,,,2018-05-26 14:20:00,2018-05-26 14:20:00
rev_000347,ord_000347,4,,Produto chegou rapido,2018-04-11 11:13:00,
rev_000348,ord_000348,5,,Otima qualidade,2018-09-20 13:46:00,
rev_000349,ord_000349,5,,,2017-12-12 10:13:00,
rev_000350,ord_000350,4,,Produto com defeito,2018-01-17 22:59:00,2018-01-20 22:59:00
rev_000351,ord_000351,1,,Otima qualidade,2018-11-15 11:25:00,2018-11-19 11:25:00
rev_000352,ord_000352,5,,Atrasou a entrega,2018-12-22 14:17:00,2018-12-30 14:17:00
rev_000353,ord_000353,5,Otimo,Produto chegou rapido,2018-09-23 10:03:00,2018-09-30 10:03:00
rev_000354,ord_000354,5,Otimo,,2017-09-15 17:02:00,
