order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ord_000097,2,prod_00462,sell_0204,2018-06-13 09:04:00,94.83,7.66
ord_000098,1,prod_00122,sell_0038,2018-12-16 22:46:00,119.24,13.63
ord_000099,1,prod_00016,sell_0128,2018-01-31 08:20:00,90.69,20.13
ord_000100,1,prod_00667,sell_0058,2018-02-03 11:58:00,46.13,3.15
ord_000101,1,prod_00429,sell_0106,2017-05-24 14:15:00,90.45,11.15
ord_000102,1,prod_00304,sell_0244,2017-02-27 17:28:00,32.4,7.25
ord_000103,1,prod_00549,sell_0141,2017-10-03 10:18:00,61.85,6.07
ord_000104,1,prod_00288,sell_0153,2018-03-20 09:41:00,54.23,6.24
ord_000104,2,prod_00310,sell_0188,2018-03-20 09:41:00,53.25,9.43
ord_000105,1,prod_00080,sell_0247,2018-04-11 22:48:00,40.29,5.87
ord_000106,1,prod_00551,sell_0196,2017-09-10 13:29:00,37.58,2.72
ord_000107,1,prod_00322,sell_0192,2018-06-16 08:22:00,243.72,54.18
ord_000108,1,prod_00175,sell_0235,2017-08-07 08:44:00,140.14,8.88
ord_000108,2,prod_00296,sell_0147,2017-08-07 08:44:00,31.85,4.16
ord_000109,1,prod_00341,sell_0051,2017-12-03 21:11:00,69.99,9.53
ord_000110,1,prod_00095,sell_0219,2017-08-18 18:35:00,44.29,4.5
ord_000111,1,prod_00552,sell_0018,2018-08-06 14:44:00,27.52,4.96
ord_000111,2,prod_00496,sell_0133,2018-08-07 14:44:00,68.43,4.07
ord_000111,3,prod_00353,sell_0153,2018-08-06 14:44:00,84.6,6.72
ord_000112,1,prod_00495,sell_0076,2018-04-15 18:16:00,66.41,9.56
ord_000113,1,prod_00024,sell_0227,2018-09-01 19:39:00,76.59,7.9
ord_000114,1,prod_00213,sell_0158,2017-03-26 12:44:00,76.78,15.24
ord_000115,1,prod_00485,sell_0204,2018-02-08 17:07:00,112.17,9.27
ord_000116,1,prod_00699,sell_0134,2018-12-16 10:19:00,246.37,30.12
ord_000116,2,prod_00559,sell_0061,2018-12-19 10:19:00,107.62,19.36
ord_000117,1,prod_00496,sell_0071,2017-03-20 08:24:00,54.4,6.84
ord_000117,2,prod_00411,sell_0176,2017-03-19 08:24:00,179.84,37.34
ord_000117,3,prod_00173,sell_0041,2017-03-21 08:24:00,10.52,1.42
ord_000118,1,prod_00093,sell_0148,2018-02-03 14:46:00,214.33,20.44
ord_000119,1,prod_00537,sell_0188,2017-03-01 10:34:00,99.21,23.1
ord_000119,2,prod_00748,sell_0124,2017-03-01 10:34:00,95.79,10.66
ord_000120,1,prod_00648,sell_0150,2017-07-01 17:26:00,55.64,10.25
ord_000121,1,prod_00285,sell_0079,2018-03-11 21:19:00,16.61,3.59
ord_000122,1,prod_00455,sell_0163,2017-07-12 14:00:00,111.88,17.79
ord_000123,1,prod_00553,sell_0065,2018-04-17 14:01:00,21.09,2.25
ord_000123,2,prod_00152,sell_0002,2018-04-19 14:01:00,30.25,6.63
ord_000124,1,prod_00561,sell_0074,2018-12-02 22:14:00,131.85,22.19
ord_000125,1,prod_00344,sell_0026,2017-08-25 20:07:00,144.69,14.25
ord_000126,1,prod_00545,sell_0172,2017-05-23 12:07:00,108.15,8.48
ord_000127,1,prod_00421,sell_0079,2018-10-17 13:36:00,61.26,8.72
ord_000128,1,prod_00077,sell_0216,2018-03-10 14:36:00,116.89,12.24
ord_000129,1,prod_00713,sell_0151,2018-11-20 20:02:00,64.86,4.93
ord_000130,1,prod_00790,sell_0061,2017-11-24 14:35:00,68.32,15.37
ord_000130,2,prod_00486,sell_0032,2017-11-25 14:35:00,106.68,17.35
ord_000131,1,prod_00392,sell_0069,2018-06-25 15:08:00,92.77,6.4
ord_000132,1,prod_00554,sell_0227,2018-11-30 11:22:00,132.18,27.34
ord_000133,1,prod_00762,sell_0091,2017-07-26 17:59:00,54.83,2.85
ord_000134,1,prod_00097,sell_0165,2018-10-08 13:31:00,134.29,21.45
ord_000135,1,prod_00721,sell_0041,2018-06-26 12:02:00,51.21,10.37
ord_000135,2,prod_00215,sell_0049,2018-06-28 12:02:00,32.2,3.55
ord_000136,1,prod_00474,sell_0180,2018-10-11 13:20:00,23.63,1.69
ord_000136,2,prod_00635,sell_0086,2018-10-09 13:20:00,68.0,12.72
ord_000137,1,prod_00116,sell_0190,2017-07-30 10:40:00,87.37,12.34
ord_000138,1,prod_00420,sell_0040,2018-02-17 11:13:00,50.54,4.81
ord_000138,2,prod_00280,sell_0055,2018-02-17 11:13:00,220.0,25.55
ord_000139,1,prod_00409,sell_0235,2017-06-14 13:57:00,29.76,2.43
ord_000140,1,prod_00458,sell_0214,2018-12-13 17:25:00,43.85,2.87
ord_000141,1,prod_00331,sell_0102,2017-04-03 20:01:00,95.13,8.04
ord_000141,2,prod_00387,sell_0011,2017-04-01 20:01:00,261.87,16.21
ord_000142,1,prod_00715,sell_0023,2017-04-05 13:32:00,62.32,14.3
ord_000143,1,prod_00153,sell_0146,2018-11-25 15:40:00,15.43,2.92
ord_000144,1,prod_00136,sell_0097,2017-11-20 18:27:00,109.81,13.07
ord_000145,1,prod_00307,sell_0119,2018-06-08 21:55:00,43.68,7.66
ord_000146,1,prod_00037,sell_0064,2017-11-09 15:54:00,42.94,8.44
ord_000147,1,prod_00411,sell_0179,2018-07-11 17:08:00,30.92,4.22
ord_000148,1,prod_00536,sell_0075,2017-08-16 09:04:00,111.23,22.06
ord_000149,1,prod_00101,sell_0024,2018-03-07 11:18:00,66.09,3.46
ord_000150,1,prod_00032,sell_0153,2018-04-26 09:36:00,25.06,5.31
ord_000151,1,prod_00046,sell_0174,2017-12-01 14:36:00,89.06,18.26
ord_000152,1,prod_00165,sell_0190,2017-10-11 15:16:00,77.35,19.14
ord_000153,1,prod_00677,sell_0181,2017-06-25 17:57:00,90.12,5.03
ord_000154,1,prod_00434,sell_0235,2018-08-10 12:18:00,64.95,3.85
ord_000155,1,prod_00013,sell_0039,2017-07-24 15:48:00,172.45,13.24
ord_000156,1,prod_00651,sell_0139,2017-11-16 15:49:00,105.14,7.26
ord_000157,1,prod_00031,sell_0083,2017-12-08 09:05:00,86.4,10.16
ord_000158,1,prod_00107,sell_0002,2018-03-02 14:13:00,142.29,27.9
ord_000159,1,prod_00705,sell_0048,2018-08-12 08:12:00,58.2,3.4
ord_000160,1,prod_00273,sell_0159,2018-02-15 12:55:00,158.47,19.21
ord_000161,1,prod_00765,sell_0217,2018-11-11 19:21:00,52.51,3.02
ord_000162,1,prod_00108,sell_0035,2018-07-26 22:50:00,103.3,13.66
ord_000163,1,prod_00493,sell_0199,2018-10-28 11:28:00,75.33,8.14
ord_000164,1,prod_00130,sell_0039,2018-08-16 21:27:00,111.69,11.07
ord_000165,1,prod_00112,sell_0213,2017-07-06 13:54:00,44.68,9.85
ord_000166,1,prod_00794,sell_0220,2018-12-25 17:26:00,74.56,12.16
ord_000167,1,prod_00709,sell_0082,2018-09-29 21:44:00,37.84,9.13
ord_000168,1,prod_00756,sell_0112,2018-05-23 13:25:00,153.96,13.77
ord_000169,1,prod_00644,sell_0104,2017-07-23 08:06:00,69.15,5.85
ord_000170,1,prod_00550,sell_0223,2017-08-01 22:03:00,104.67,25.57
ord_000171,1,prod_00025,sell_0196,2018-06-15 20:12:00,57.96,8.63
ord_000171,2,prod_00743,sell_0202,2018-06-17 20:12:00,184.56,45.69
ord_000171,3,prod_00034,sell_0074,2018-06-16 20:12:00,67.47,10.37
ord_000172,1,prod_00087,sell_0213,2018-02-04 16:43:00,97.7,15.71
ord_000173,1,prod_00102,sell_0065,2018-07-24 22:22:00,76.44,5.98
ord_000174,1,prod_00345,sell_0162,2018-01-03 21:27:00,61.48,14.66
ord_000175,1,prod_00333,sell_0123,2018-04-15 21:06:00,60.84,5.25
ord_000176,1,prod_00795,sell_0059,2017-08-13 12:37:00,41.09,2.86
ord_000176,2,prod_00477,sell_0192,2017-08-13 12:37:00,60.85,4.94
ord_000177,1,prod_00273,sell_0019,2017-07-15 18:48:00,48.33,4.84
ord_000177,2,prod_00009,sell_0240,2017-07-10 18:48:00,26.2,3.74
ord_000178,1,prod_00481,sell_0100,2017-04-17 13:37:00,23.8,5.16
ord_000179,1,prod_00038,sell_0197,2018-10-13 17:59:00,90.05,9.36
ord_000180,1,prod_00648,sell_0027,2018-05-12 09:00:00,295.75,63.9
ord_000181,1,prod_00501,sell_0091,2018-12-09 16:00:00,37.5,2.05
ord_000182,1,prod_00496,sell_0152,2018-09-08 10:30:00,86.18,11.5
ord_000183,1,prod_00665,sell_0073,2018-09-16 12:15:00,276.08,53.29
ord_000183,2,prod_00752,sell_0204,2018-09-18 12:15:00,39.26,9.4
ord_000184,1,prod_00777,sell_0087,2018-04-08 13:41:00,91.85,10.61
ord_000185,1,prod_00340,sell_0055,2018-10-14 13:47:00,31.21,4.08
ord_000185,2,prod_00307,sell_0182,2018-10-15 13:47:00,98.69,5.11
ord_000186,1,prod_00265,sell_0060,2018-12-05 10:06:00,83.9,6.9
ord_000187,1,prod_00155,sell_0116,2018-08-23 10:55:00,37.27,3.68
ord_000188,1,prod_00422,sell_0131,2017-05-23 12:01:00,86.87,17.09
ord_000189,1,prod_00153,sell_0202,2018-07-10 12:41:00,230.92,23.68
ord_000190,1,prod_00509,sell_0134,2017-06-05 13:23:00,291.49,46.37
ord_000191,1,prod_00249,sell_0095,2017-04-21 09:40:00,188.89,23.86
ord_000192,1,prod_00277,sell_0066,2018-08-07 11:05:00,65.36,10.85
ord_000192,2,prod_00280,sell_0231,2018-08-03 11:05:00,39.81,3.74
ord_000193,1,prod_00573,sell_0149,2018-10-25 18:56:00,149.56,22.85
ord_000194,1,prod_00429,sell_0123,2017-07-15 17:56:00,287.98,31.13
ord_000195,1,prod_00072,sell_0131,2017-04-15 14:31:00,300.46,24.17
ord_000196,1,prod_00520,sell_0133,2018-11-22 13:30:00,226.22,11.7
ord_000197,1,prod_00788,sell_0002,2017-06-19 21:38:00,198.29,18.89
ord_000198,1,prod_00296,sell_0156,2017-02-25 08:34:00,35.6,6.74
ord_000199,1,prod_00003,sell_0212,2018-08-22 13:32:00,102.64,15.54
ord_000200,1,prod_00031,sell_0206,2018-10-31 16:35:00,49.47,6.1
ord_000201,1,prod_00208,sell_0171,2018-04-12 20:51:00,193.48,26.81
ord_000202,1,prod_00288,sell_0005,2018-04-30 22:36:00,47.52,7.01
ord_000203,1,prod_00386,sell_0121,2017-12-04 12:11:00,68.84,12.02
ord_000204,1,prod_00738,sell_0125,2017-09-27 20:54:00,68.15,15.19
ord_000205,1,prod_00377,sell_0065,2018-09-07 08:12:00,64.49,7.03
ord_000206,1,prod_00496,sell_0041,2018-11-02 18:09:00,50.35,5.99
ord_000206,2,prod_00048,sell_0227,2018-11-01 18:09:00,43.61,6.16
ord_000207,1,prod_00535,sell_0138,2017-11-29 08:59:00,126.17,26.55
ord_000207,2,prod_00161,sell_0121,2017-11-30 08:59:00,33.42,4.84
ord_000208,1,prod_00795,sell_0074,2017-10-29 09:12:00,35.95,4.23
ord_000209,1,prod_00539,sell_0023,2017-10-25 22:06:00,37.51,7.88
ord_000209,2,prod_00794,sell_0189,2017-10-21 22:06:00,109.16,20.6
ord_000210,1,prod_00176,sell_0092,2017-03-16 19:33:00,71.25,7.31
ord_000210,2,prod_00349,sell_0038,2017-03-15 19:33:00,171.19,32.27
ord_000211,1,prod_00350,sell_0163,2017-11-06 16:49:00,205.62,18.08
ord_000212,1,prod_00034,sell_0104,2017-02-13 08:03:00,38.74,4.32
ord_000213,1,prod_00538,sell_0132,2018-09-28 10:29:00,245.04,46.03
ord_000213,2,prod_00335,sell_0120,2018-10-01 10:29:00,180.6,30.45
ord_000214,1,prod_00536,sell_0093,2017-10-14 22:04:00,48.36,6.0
ord_000214,2,prod_00068,sell_0149,2017-10-12 22:04:00,26.71,2.28
ord_000215,1,prod_00031,sell_0038,2018-07-31 14:25:00,23.32,3.4
ord_000216,1,prod_00218,sell_0240,2018-05-02 10:20:00,110.81,11.1
ord_000216,2,prod_00620,sell_0172,2018-05-03 10:20:00,46.03,8.26
ord_000217,1,prod_00466,sell_0037,2018-10-26 11:08:00,113.28,20.64
ord_000217,2,prod_00199,sell_0196,2018-10-26 11:08:00,53.41,8.95
ord_000218,1,prod_00713,sell_0025,2018-12-15 15:55:00,152.42,21.43
ord_000219,1,prod_00682,sell_0119,2017-12-30 14:38:00,164.22,37.82
ord_000219,2,prod_00479,sell_0021,2017-12-28 14:38:00,29.17,4.96
ord_000220,1,prod_00173,sell_0023,2017-04-30 18:50:00,27.96,5.93
ord_000221,1,prod_00753,sell_0060,2018-09-09 20:54:00,47.95,3.91
ord_000222,1,prod_00387,sell_0095,2017-02-06 20:55:00,129.75,7.09
ord_000223,1,prod_00233,sell_0171,2017-09-17 22:44:00,37.2,4.5
ord_000223,2,prod_00791,sell_0077,2017-09-16 22:44:00,34.29,7.98
ord_000224,1,prod_00133,sell_0041,2017-03-19 15:18:00,44.4,10.49
ord_000225,1,prod_00046,sell_0055,2018-11-25 16:49:00,76.79,5.79
ord_000226,1,prod_00398,sell_0246,2017-01-13 19:31:00,133.13,29.28
ord_000227,1,prod_00371,sell_0225,2018-03-28 09:16:00,42.44,2.63
ord_000227,2,prod_00156,sell_0024,2018-03-30 09:16:00,77.47,18.16
ord_000227,3,prod_00457,sell_0071,2018-04-02 09:16:00,40.07,9.88
ord_000228,1,prod_00536,sell_0069,2018-02-07 16:23:00,34.99,3.19
ord_000229,1,prod_00692,sell_0225,2018-07-11 14:18:00,36.01,4.82
ord_000230,1,prod_00524,sell_0174,2017-11-12 09:27:00,35.04,7.29
ord_000231,1,prod_00631,sell_0179,2018-11-14 14:46:00,70.96,6.92
ord_000231,2,prod_00196,sell_0016,2018-11-16 14:46:00,51.09,3.75
ord_000232,1,prod_00754,sell_0006,2018-08-26 09:29:00,60.05,10.68
ord_000232,2,prod_00641,sell_0070,2018-08-27 09:29:00,65.3,7.62
ord_000233,1,prod_00783,sell_0170,2018-02-13 20:16:00,124.81,27.56
ord_000234,1,prod_00480,sell_0058,2017-12-22 12:05:00,71.46,6.66
ord_000235,1,prod_00651,sell_0047,2018-10-15 16:51:00,60.98,8.04
ord_000236,1,prod_00237,sell_0042,2018-09-10 15:25:00,40.19,8.22
ord_000237,1,prod_00053,sell_0017,2018-01-24 19:26:00,34.8,5.55
ord_000238,1,prod_00211,sell_0178,2017-12-10 13:45:00,28.18,4.2
ord_000239,1,prod_00326,sell_0230,2017-03-01 12:50:00,334.84,27.03
ord_000240,1,prod_00414,sell_0057,2017-04-22 12:30:00,317.89,56.41
ord_000241,1,prod_00516,sell_0244,2017-03-21 11:37:00,47.92,8.21
ord_000242,1,prod_00284,sell_0016,2017-02-12 14:14:00,11.63,2.37
ord_000243,1,prod_00227,sell_0228,2017-07-12 19:56:00,178.69,13.14
ord_000244,1,prod_00119,sell_0001,2018-11-06 08:34:00,58.05,4.69
ord_000245,1,prod_00599,sell_0014,2018-10-05 18:43:00,99.97,23.06
ord_000246,1,prod_00544,sell_0086,2018-10-31 11:06:00,60.57,14.13
ord_000246,2,prod_00125,sell_0033,2018-11-01 11:06:00,71.87,4.08
ord_000247,1,prod_00537,sell_0174,2018-06-25 15:38:00,98.58,7.03
ord_000248,1,prod_00307,sell_0129,2018-06-24 12:22:00,55.89,10.06
ord_000249,1,prod_00396,sell_0149,2017-06-12 15:27:00,56.46,10.94
ord_000249,2,prod_00382,sell_0144,2017-06-11 15:27:00,110.15,6.08
ord_000250,1,prod_00275,sell_0082,2018-08-10 15:40:00,75.44,11.26
ord_000251,1,prod_00529,sell_0090,2017-11-03 22:47:00,68.83,4.75
ord_000252,1,prod_00418,sell_0084,2018-04-17 08:20:00,47.91,4.14
ord_000253,1,prod_00207,sell_0218,2018-12-12 08:52:00,64.96,15.05
ord_000254,1,prod_00202,sell_0092,2018-11-12 17:13:00,190.72,36.83
ord_000255,1,prod_00599,sell_0013,2017-09-24 20:33:00,34.35,2.48
ord_000256,1,prod_00747,sell_0035,2018-08-31 08:09:00,10.6,1.81
ord_000257,1,prod_00777,sell_0198,2017-05-21 20:17:00,167.34,16.84
ord_000258,1,prod_00520,sell_0045,2017-02-13 15:53:00,198.8,30.58
ord_000259,1,prod_00616,sell_0198,2017-02-17 12:00:00,64.51,15.35
ord_000260,1,prod_00393,sell_0148,2017-07-28 09:54:00,127.62,25.32
ord_000261,1,prod_00357,sell_0026,2018-08-06 16:19:00,190.92,21.85
ord_000262,1,prod_00432,sell_0097,2017-12-29 09:41:00,22.31,5.12
ord_000263,1,prod_00758,sell_0207,2017-01-28 08:05:00,176.85,40.37
ord_000264,1,prod_00493,sell_0148,2018-12-31 16:38:00,89.51,21.97
ord_000264,2,prod_00555,sell_0221,2018-12-27 16:38:00,136.24,7.68
ord_000265,1,prod_00367,sell_0236,2018-04-26 16:54:00,28.74,3.12
ord_000266,1,prod_00673,sell_0220,2018-01-21 12:33:00,225.92,37.73
ord_000267,1,prod_00634,sell_0198,2018-04-16 12:21:00,111.74,11.73
ord_000268,1,prod_00617,sell_0000,2018-04-20 10:47:00,128.3,29.03
ord_000269,1,prod_00632,sell_0005,2018-03-13 18:42:00,41.92,5.63
ord_000270,1,prod_00657,sell_0021,2018-06-18 10:07:00,53.43,8.68
ord_000271,1,prod_00289,sell_0027,2018-11-21 19:39:00,50.51,4.46
ord_000271,2,prod_00526,sell_0197,2018-11-19 19:39:00,69.77,12.67
ord_000272,1,prod_00228,sell_0179,2017-11-20 08:39:00,86.13,19.84
ord_000273,1,prod_00419,sell_0110,2018-03-29 22:45:00,36.25,4.71
ord_000274,1,prod_00555,sell_0148,2017-01-11 12:18:00,78.89,18.51
ord_000275,1,prod_00132,sell_0188,2018-11-09 19:24:00,75.44,13.01
ord_000276,1,prod_00793,sell_0105,2017-11-25 19:57:00,11.52,1.17
ord_000277,1,prod_00633,sell_0010,2017-10-28 14:34:00,61.29,6.21
