customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cust_000093,uniq_001175,98020,campinas,SP
cust_000094,uniq_000802,21388,sorocaba,SP
cust_000095,uniq_001638,25972,uberlandia,MG
cust_000096,uniq_001735,13496,santos,SP
cust_000097,uniq_002342,72844,sao paulo,SP
cust_000098,uniq_002012,46709,campinas,SP
cust_000099,uniq_000634,29091,belem,PA
cust_000100,uniq_000526,22699,goiania,GO
cust_000101,uniq_002260,7978,caxias do sul,RS
cust_000102,uniq_001244,48139,ribeirao preto,SP
cust_000103,uniq_000248,68643,belem,PA
cust_000104,uniq_002103,24267,curitiba,PR
cust_000105,uniq_001653,1161,caxias do sul,RS
cust_000106,uniq_000065,47858,rio de janeiro,RJ
cust_000107,uniq_001996,67898,sorocaba,SP
cust_000108,uniq_001548,35154,ribeirao preto,SP
cust_000109,uniq_001567,25787,goiania,GO
cust_000110,uniq_002205,16274,rio de janeiro,RJ
cust_000111,uniq_001263,74863,sao paulo,SP
cust_000112,uniq_001176,86294,campinas,SP
cust_000113,uniq_001574,77204,belo horizonte,MG
cust_000114,uniq_000504,52300,sorocaba,SP
cust_000115,uniq_000386,72685,salvador,BA
cust_000116,uniq_002151,40294,londrina,PR
cust_000117,uniq_000549,3423,caxias do sul,RS
cust_000118,uniq_001286,37389,rio de janeiro,RJ
cust_000119,uniq_000688,70669,juiz de fora,MG
cust_000120,uniq_000587,65086,belo horizonte,MG
cust_000121,uniq_001524,99023,juiz de fora,MG
cust_000122,uniq_002046,99751,ribeirao preto,SP
cust_000123,uniq_001126,25019,ribeirao preto,SP
cust_000124,uniq_000353,1946,sorocaba,SP
cust_000125,uniq_000623,28149,niteroi,RJ
cust_000126,uniq_000419,87736,campinas,SP
cust_000127,uniq_002251,81538,sao paulo,SP
cust_000128,uniq_000814,10776,sorocaba,SP
cust_000129,uniq_000953,16879,uberlandia,MG
cust_000130,uniq_000181,56788,sorocaba,SP
cust_000131,uniq_001137,66397,recife,PE
cust_000132,uniq_002330,98250,juiz de fora,MG
cust_000133,uniq_001044,75746,sorocaba,SP
cust_000134,uniq_001660,21973,uberlandia,MG
cust_000135,uniq_000463,4678,santos,SP
cust_000136,uniq_000364,63727,caucaia,CE
cust_000137,uniq_001865,55821,rio de janeiro,RJ
cust_000138,uniq_000167,92252,florianopolis,SC
cust_000139,uniq_001143,58011,campinas,SP
cust_000140,uniq_000807,50622,niteroi,RJ
cust_000141,uniq_000041,31040,rio de janeiro,RJ
cust_000142,uniq_001354,9540,recife,PE
cust_000143,uniq_002458,87757,juiz de fora,MG
cust_000144,uniq_000176,82779,rio de janeiro,RJ
cust_000145,uniq_002080,17112,sao paulo,SP
cust_000146,uniq_001374,70684,santos,SP
cust_000147,uniq_001845,37054,rio de janeiro,RJ
cust_000148,uniq_000246,44266,rio de janeiro,RJ
cust_000149,uniq_002216,85017,sao paulo,SP
cust_000150,uniq_000029,84359,salvador,BA
cust_000151,uniq_002312,19873,aparecida de goiania,GO
cust_000152,uniq_001677,31453,sao paulo,SP
cust_000153,uniq_000860,82315,contagem,MG
cust_000154,uniq_000018,91781,ribeirao preto,SP
cust_000155,uniq_001557,8827,caxias do sul,RS
cust_000156,uniq_000222,83524,ribeirao preto,SP
cust_000157,uniq_001552,49433,uberlandia,MG
cust_000158,uniq_001971,59440,pelotas,RS
cust_000159,uniq_000681,8457,curitiba,PR
cust_000160,uniq_000608,68354,sao paulo,SP
cust_000161,uniq_000565,68111,aparecida de goiania,GO
cust_000162,uniq_000573,66607,sao paulo,SP
cust_000163,uniq_000290,79268,sao paulo,SP
cust_000164,uniq_000636,94658,belo horizonte,MG
cust_000165,uniq_001681,85135,sao paulo,SP
cust_000166,uniq_000771,74732,salvador,BA
cust_000167,uniq_001991,98143,joinville,SC
cust_000168,uniq_002089,67779,ribeirao preto,SP
cust_000169,uniq_001940,67528,fortaleza,CE
cust_000170,uniq_001375,54663,sorocaba,SP
cust_000171,uniq_000806,77136,rio de janeiro,RJ
cust_000172,uniq_002371,8066,ribeirao preto,SP
cust_000173,uniq_000523,51069,olinda,PE
cust_000174,uniq_001184,43106,santos,SP
cust_000175,uniq_001156,91360,santos,SP
cust_000176,uniq_001901,8183,rio de janeiro,RJ
cust_000177,uniq_001394,64731,campo grande,MS
cust_000178,uniq_002038,19248,goiania,GO
cust_000179,uniq_002343,88470,maringa,PR
cust_000180,uniq_000996,85332,goiania,GO
cust_000181,uniq_002230,24309,goiania,GO
cust_000182,uniq_000432,87298,duque de caxias,RJ
cust_000183,uniq_002335,50176,ribeirao preto,SP
cust_000184,uniq_000453,97132,curitiba,PR
cust_000185,uniq_002168,73251,belo horizonte,MG
cust_000186,uniq_000995,4411,sao paulo,SP
cust_000187,uniq_002459,21069,sao paulo,SP
cust_000188,uniq_000329,40955,londrina,PR
cust_000189,uniq_001187,21922,sao paulo,SP
cust_000190,uniq_002299,14110,olinda,PE
cust_000191,uniq_000121,97825,sao paulo,SP
cust_000192,uniq_000675,87036,sorocaba,SP
cust_000193,uniq_000213,44025,feira de santana,BA
cust_000194,uniq_000819,22287,campinas,SP
cust_000195,uniq_000995,18999,santos,SP
cust_000196,uniq_001578,91660,belo horizonte,MG
cust_000197,uniq_000657,33814,brasilia,DF
cust_000198,uniq_000404,2247,sao paulo,SP
cust_000199,uniq_000433,40339,santos,SP
cust_000200,uniq_002392,45979,curitiba,PR
cust_000201,uniq_002430,62684,sao luis,MA
cust_000202,uniq_000564,34529,niteroi,RJ
cust_000203,uniq_000498,92377,campinas,SP
cust_000204,uniq_000138,64709,sao paulo,SP
cust_000205,uniq_002446,98671,santos,SP
cust_000206,uniq_001800,37334,santos,SP
cust_000207,uniq_001940,65517,pelotas,RS
cust_000208,uniq_000740,37168,sao paulo,SP
cust_000209,uniq_001634,70291,niteroi,RJ
cust_000210,uniq_000152,74822,pelotas,RS
cust_000211,uniq_001723,32860,uberlandia,MG
cust_000212,uniq_001478,93828,sorocaba,SP
cust_000213,uniq_000845,85857,blumenau,SC
cust_000214,uniq_001811,89554,caxias do sul,RS
cust_000215,uniq_001648,22561,maringa,PR
cust_000216,uniq_001119,72066,sorocaba,SP
cust_000217,uniq_000476,11531,campinas,SP
cust_000218,uniq_000060,11445,olinda,PE
cust_000219,uniq_002391,97351,sao paulo,SP
cust_000220,uniq_000717,16136,sao paulo,SP
cust_000221,uniq_000769,86548,rio de janeiro,RJ
cust_000222,uniq_001736,43649,uberlandia,MG
cust_000223,uniq_000650,31060,caucaia,CE
cust_000224,uniq_000958,8276,ribeirao preto,SP
cust_000225,uniq_001813,67841,olinda,PE
cust_000226,uniq_001518,72411,sao paulo,SP
cust_000227,uniq_001673,47234,contagem,MG
cust_000228,uniq_000011,81183,uberlandia,MG
cust_000229,uniq_001150,32989,santos,SP
cust_000230,uniq_001211,55615,campinas,SP
cust_000231,uniq_001612,29390,campinas,SP
cust_000232,uniq_000386,58639,ananindeua,PA
cust_000233,uniq_000406,14466,contagem,MG
cust_000234,uniq_001944,48140,recife,PE
cust_000235,uniq_001716,55381,florianopolis,SC
cust_000236,uniq_002068,56097,duque de caxias,RJ
cust_000237,uniq_000690,45212,joinville,SC
cust_000238,uniq_002543,64712,campinas,SP
cust_000239,uniq_000695,51705,ribeirao preto,SP
cust_000240,uniq_001659,29040,salvador,BA
cust_000241,uniq_000413,22320,joinville,SC
cust_000242,uniq_002342,65123,sorocaba,SP
cust_000243,uniq_000847,93921,niteroi,RJ
cust_000244,uniq_002046,75565,belo horizonte,MG
cust_000245,uniq_000844,64219,brasilia,DF
cust_000246,uniq_002016,92230,belo horizonte,MG
cust_000247,uniq_001158,90059,sao paulo,SP
cust_000248,uniq_000159,51140,santos,SP
cust_000249,uniq_000485,11817,niteroi,RJ
cust_000250,uniq_001742,63793,belo horizonte,MG
cust_000251,uniq_000492,62661,brasilia,DF
cust_000252,uniq_000702,28457,duque de caxias,RJ
cust_000253,uniq_001381,85095,sao paulo,SP
cust_000254,uniq_000645,87124,campinas,SP
cust_000255,uniq_000328,33760,maringa,PR
cust_000256,uniq_001591,48208,florianopolis,SC
cust_000257,uniq_001756,20318,campinas,SP
cust_000258,uniq_001869,18656,campinas,SP
cust_000259,uniq_002407,27236,contagem,MG
cust_000260,uniq_000317,37212,campinas,SP
cust_000261,uniq_001088,28020,feira de santana,BA
cust_000262,uniq_000596,16011,sao paulo,SP
cust_000263,uniq_002297,45272,sorocaba,SP
cust_000264,uniq_001376,62732,olinda,PE
cust_000265,uniq_000250,33270,sao paulo,SP
cust_000266,uniq_001764,53820,sao paulo,SP
cust_000267,uniq_000109,27855,sao paulo,SP
cust_000268,uniq_000699,70681,campinas,SP
cust_000269,uniq_001839,65202,campinas,SP
cust_000270,uniq_001290,96045,ribeirao preto,SP
cust_000271,uniq_001940,6250,campinas,SP
cust_000272,uniq_001456,85460,ribeirao preto,SP
cust_000273,uniq_002149,34695,uberlandia,MG
cust_000274,uniq_001434,7538,porto alegre,RS
cust_000275,uniq_000144,69284,campinas,SP
cust_000276,uniq_000181,18000,campinas,SP
cust_000277,uniq_001981,18408,duque de caxias,RJ
cust_000278,uniq_000098,97984,brasilia,DF
cust_000279,uniq_000960,22871,salvador,BA
cust_000280,uniq_000041,55168,campinas,SP
cust_000281,uniq_000773,20865,sorocaba,SP
cust_000282,uniq_001517,13274,ribeirao preto,SP
cust_000283,uniq_000441,1091,sao paulo,SP
cust_000284,uniq_001188,2588,juiz de fora,MG
cust_000285,uniq_002539,47902,sao paulo,SP
cust_000286,uniq_000179,43965,sao paulo,SP
cust_000287,uniq_000162,4856,santos,SP
cust_000288,uniq_000691,35609,duque de caxias,RJ
cust_000289,uniq_002108,28020,sao paulo,SP
cust_000290,uniq_001034,57560,feira de santana,BA
cust_000291,uniq_001630,99484,sao paulo,SP
cust_000292,uniq_000086,69471,olinda,PE
cust_000293,uniq_001874,91920,sao paulo,SP
cust_000294,uniq_000171,20030,salvador,BA
cust_000295,uniq_001814,22292,aparecida de goiania,GO
cust_000296,uniq_000377,75329,sao luis,MA
cust_000297,uniq_002189,31689,florianopolis,SC
cust_000298,uniq_000755,85027,londrina,PR
cust_000299,uniq_000468,46906,contagem,MG
cust_000300,uniq_000858,20881,londrina,PR
cust_000301,uniq_000002,84596,campinas,SP
cust_000302,uniq_000421,55494,duque de caxias,RJ
cust_000303,uniq_001526,80461,duque de caxias,RJ
cust_000304,uniq_000766,45771,salvador,BA
cust_000305,uniq_000902,13497,duque de caxias,RJ
cust_000306,uniq_002058,68421,sorocaba,SP
cust_000307,uniq_000315,13320,juiz de fora,MG
cust_000308,uniq_001009,66665,ribeirao preto,SP
cust_000309,uniq_000474,42256,ribeirao preto,SP
cust_000310,uniq_001231,79360,duque de caxias,RJ
cust_000311,uniq_000845,87138,campinas,SP
cust_000312,uniq_000117,41329,ribeirao preto,SP
cust_000313,uniq_000179,88325,sao paulo,SP
cust_000314,uniq_002173,11978,campinas,SP
cust_000315,uniq_000145,11629,sorocaba,SP
cust_000316,uniq_001995,99359,campinas,SP
cust_000317,uniq_002335,57854,pelotas,RS
cust_000318,uniq_001187,45620,santos,SP
cust_000319,uniq_000795,16411,fortaleza,CE
cust_000320,uniq_001979,29610,goiania,GO
cust_000321,uniq_002504,68926,niteroi,RJ
cust_000322,uniq_000307,82348,santos,SP
cust_000323,uniq_002459,91725,niteroi,RJ
cust_000324,uniq_002406,41365,salvador,BA
cust_000325,uniq_000363,46021,uberlandia,MG
cust_000326,uniq_000139,17166,florianopolis,SC
cust_000327,uniq_001823,9225,rio de janeiro,RJ
cust_000328,uniq_000198,44346,juiz de fora,MG
cust_000329,uniq_001532,58345,sao paulo,SP
cust_000330,uniq_000165,11327,maringa,PR
cust_000331,uniq_001761,41442,sao paulo,SP
cust_000332,uniq_000590,64514,caxias do sul,RS
cust_000333,uniq_000245,81278,brasilia,DF
cust_000334,uniq_000169,93909,sorocaba,SP
cust_000335,uniq_000480,34693,uberlandia,MG
cust_000336,uniq_001378,39780,sao paulo,SP
cust_000337,uniq_000195,87613,caxias do sul,RS
cust_000338,uniq_002045,69633,campinas,SP
cust_000339,uniq_001540,28096,olinda,PE
cust_000340,uniq_000758,68828,sorocaba,SP
cust_000341,uniq_002515,16594,caucaia,CE
cust_000342,uniq_001679,45454,joinville,SC
cust_000343,uniq_001713,31341,contagem,MG
cust_000344,uniq_000443,99270,blumenau,SC
cust_000345,uniq_001812,4456,joinville,SC
cust_000346,uniq_001425,85818,caucaia,CE
cust_000347,uniq_002510,28843,campinas,SP
cust_000348,uniq_001218,4586,belo horizonte,MG
cust_000349,uniq_001728,66350,ribeirao preto,SP
cust_000350,uniq_000869,68124,contagem,MG
cust_000351,uniq_000102,15085,sorocaba,SP
cust_000352,uniq_000326,4794,uberlandia,MG
cust_000353,uniq_002210,12025,uberlandia,MG
cust_000354,uniq_001882,41477,niteroi,RJ
cust_000355,uniq_000929,14106,niteroi,RJ
cust_000356,uniq_001779,70600,maringa,PR
cust_000357,uniq_000011,8677,joinville,SC
cust_000358,uniq_000094,79101,duque de caxias,RJ
cust_000359,uniq_001293,87588,uberlandia,MG
cust_000360,uniq_001593,71967,recife,PE
cust_000361,uniq_002389,94466,sorocaba,SP
cust_000362,uniq_001937,93982,santos,SP
cust_000363,uniq_000656,5609,ribeirao preto,SP
cust_000364,uniq_002078,34853,contagem,MG
cust_000365,uniq_001253,76246,campinas,SP
cust_000366,uniq_002106,34623,maringa,PR
cust_000367,uniq_000443,73977,caxias do sul,RS
cust_000368,uniq_000066,77655,sorocaba,SP
cust_000369,uniq_000147,99693,goiania,GO
cust_000370,uniq_002526,33656,curitiba,PR
cust_000371,uniq_000205,35438,sao paulo,SP
cust_000372,uniq_002395,3403,sorocaba,SP
cust_000373,uniq_001853,29265,santos,SP
cust_000374,uniq_000372,28772,campinas,SP
cust_000375,uniq_002203,45854,sorocaba,SP
cust_000376,uniq_000367,42696,olinda,PE
cust_000377,uniq_000365,85800,niteroi,RJ
cust_000378,uniq_001467,77604,ribeirao preto,SP
cust_000379,uniq_000735,73130,porto alegre,RS
cust_000380,uniq_000741,1516,belo horizonte,MG
cust_000381,uniq_000497,47690,olinda,PE
cust_000382,uniq_001549,73229,florianopolis,SC
cust_000383,uniq_000068,25211,duque de caxias,RJ
cust_000384,uniq_000624,43059,sao paulo,SP
cust_000385,uniq_001411,72973,cuiaba,MT
cust_000386,uniq_001240,79658,pelotas,RS
cust_000387,uniq_001784,85597,caucaia,CE
cust_000388,uniq_000551,43551,ribeirao preto,SP
cust_000389,uniq_001652,40594,feira de santana,BA
cust_000390,uniq_001937,38887,belo horizonte,MG
cust_000391,uniq_000989,67189,sorocaba,SP
cust_000392,uniq_000654,42534,belo horizonte,MG
cust_000393,uniq_001415,40620,porto alegre,RS
cust_000394,uniq_001476,17659,sorocaba,SP
cust_000395,uniq_000239,48370,rio de janeiro,RJ
cust_000396,uniq_001441,24491,feira de santana,BA
cust_000397,uniq_000393,52965,santos,SP
cust_000398,uniq_001450,88976,duque de caxias,RJ
cust_000399,uniq_002376,77796,rio de janeiro,RJ
cust_000400,uniq_001369,48326,sao paulo,SP
cust_000401,uniq_001941,97772,goiania,GO
cust_000402,uniq_000789,98041,joinville,SC
cust_000403,uniq_002352,44991,ribeirao preto,SP
cust_000404,uniq_002072,76586,campo grande,MS
cust_000405,uniq_002337,34888,brasilia,DF
cust_000406,uniq_001891,87984,ribeirao preto,SP
cust_000407,uniq_001655,37985,salvador,BA
cust_000408,uniq_001338,26569,sorocaba,SP
cust_000409,uniq_002367,14254,campo grande,MS
cust_000410,uniq_002162,84420,uberlandia,MG
cust_000411,uniq_001062,30396,juiz de fora,MG
cust_000412,uniq_000218,81517,sorocaba,SP
cust_000413,uniq_000009,9558,goiania,GO
cust_000414,uniq_000595,50586,santos,SP
cust_000415,uniq_000159,43361,santos,SP
cust_000416,uniq_000539,44442,santos,SP
cust_000417,uniq_000279,17568,curitiba,PR
cust_000418,uniq_002501,8312,santos,SP
cust_000419,uniq_000243,35293,goiania,GO
cust_000420,uniq_001598,47552,belo horizonte,MG
cust_000421,uniq_000896,79563,campinas,SP
cust_000422,uniq_000444,46782,sao paulo,SP
cust_000423,uniq_001788,25346,sorocaba,SP
cust_000424,uniq_002474,26986,contagem,MG
cust_000425,uniq_002016,61576,joinville,SC
cust_000426,uniq_002486,44129,campinas,SP
cust_000427,uniq_001505,90216,salvador,BA
cust_000428,uniq_001717,44536,campinas,SP
cust_000429,uniq_000373,57125,blumenau,SC
cust_000430,uniq_002173,7326,recife,PE
cust_000431,uniq_001907,20185,curitiba,PR
cust_000432,uniq_000647,85165,pelotas,RS
cust_000433,uniq_000904,35131,feira de santana,BA
cust_000434,uniq_001557,42679,sao paulo,SP
cust_000435,uniq_000033,59445,santos,SP
cust_000436,uniq_002085,6727,ribeirao preto,SP
cust_000437,uniq_000715,51153,niteroi,RJ
cust_000438,uniq_000191,35271,londrina,PR
cust_000439,uniq_000843,15713,contagem,MG
cust_000440,uniq_002131,42414,feira de santana,BA
cust_000441,uniq_000699,45232,sorocaba,SP
cust_000442,uniq_001374,19446,curitiba,PR
cust_000443,uniq_002070,54763,campinas,SP
cust_000444,uniq_000085,74871,sao paulo,SP
cust_000445,uniq_001937,27465,caxias do sul,RS
cust_000446,uniq_000736,96685,varzea grande,MT
cust_000447,uniq_001773,61631,uberlandia,MG
cust_000448,uniq_000479,77534,ribeirao preto,SP
cust_000449,uniq_000354,7945,uberlandia,MG
cust_000450,uniq_002010,76978,sao paulo,SP
cust_000451,uniq_002059,34323,brasilia,DF
cust_000452,uniq_002502,71303,caxias do sul,RS
cust_000453,uniq_001726,80622,santos,SP
cust_000454,uniq_001187,25789,santos,SP
cust_000455,uniq_000496,26668,santos,SP
cust_000456,uniq_000752,6892,varzea grande,MT
cust_000457,uniq_001652,60911,rio de janeiro,RJ
cust_000458,uniq_000882,77628,florianopolis,SC
cust_000459,uniq_001232,41592,contagem,MG
cust_000460,uniq_000428,16937,belo horizonte,MG
cust_000461,uniq_001120,32329,sao paulo,SP
cust_000462,uniq_000606,40881,caucaia,CE
cust_000463,uniq_000285,91696,santos,SP
cust_000464,uniq_000336,13277,contagem,MG
cust_000465,uniq_001321,34982,porto alegre,RS
cust_000466,uniq_000934,64167,juiz de fora,MG
cust_000467,uniq_000254,24430,fortaleza,CE
cust_000468,uniq_001311,88587,sao paulo,SP
cust_000469,uniq_000418,91019,rio de janeiro,RJ
cust_000470,uniq_000039,38630,campinas,SP
cust_000471,uniq_000337,74847,niteroi,RJ
cust_000472,uniq_001143,75835,santos,SP
cust_000473,uniq_002432,68497,santos,SP
cust_000474,uniq_000616,19461,santos,SP
cust_000475,uniq_000726,5903,sorocaba,SP
cust_000476,uniq_000618,35374,duque de caxias,RJ
cust_000477,uniq_000905,13989,uberlandia,MG
cust_000478,uniq_001829,29939,juiz de fora,MG
cust_000479,uniq_000821,64195,sorocaba,SP
cust_000480,uniq_001676,59290,sorocaba,SP
cust_000481,uniq_002290,21733,campinas,SP
cust_000482,uniq_002412,2753,uberlandia,MG
cust_000483,uniq_001435,23337,campinas,SP
cust_000484,uniq_001818,46024,sao paulo,SP
cust_000485,uniq_002343,78133,sao paulo,SP
cust_000486,uniq_002006,37148,niteroi,RJ
cust_000487,uniq_000764,29306,santos,SP
cust_000488,uniq_000336,55583,juiz de fora,MG
cust_000489,uniq_000292,8087,contagem,MG
cust_000490,uniq_002249,23319,porto alegre,RS
cust_000491,uniq_001418,4606,juiz de fora,MG
cust_000492,uniq_000755,53035,uberlandia,MG
cust_000493,uniq_000881,44874,santos,SP
cust_000494,uniq_000718,58671,blumenau,SC
cust_000495,uniq_002044,62095,niteroi,RJ
cust_000496,uniq_001561,40116,rio de janeiro,RJ
cust_000497,uniq_002242,87018,belo horizonte,MG
cust_000498,uniq_000769,91905,santos,SP
cust_000499,uniq_001205,11969,rio de janeiro,RJ
cust_000500,uniq_000310,92091,curitiba,PR
cust_000501,uniq_002476,20470,brasilia,DF
cust_000502,uniq_001305,25592,olinda,PE
cust_000503,uniq_001410,53449,rio de janeiro,RJ
cust_000504,uniq_001054,3911,rio de janeiro,RJ
cust_000505,uniq_000690,37046,joinville,SC
cust_000506,uniq_002418,20264,sao paulo,SP
cust_000507,uniq_001246,48770,salvador,BA
cust_000508,uniq_001720,81653,duque de caxias,RJ
cust_000509,uniq_000095,92487,ribeirao preto,SP
cust_000510,uniq_000703,22005,sorocaba,SP
cust_000511,uniq_002050,54943,salvador,BA
cust_000512,uniq_000223,47966,ribeirao preto,SP
cust_000513,uniq_000258,42096,campinas,SP
cust_000514,uniq_002065,63636,campinas,SP
cust_000515,uniq_000787,98953,sao paulo,SP
cust_000516,uniq_000698,41118,sorocaba,SP
cust_000517,uniq_001441,7456,curitiba,PR
cust_000518,uniq_000497,91679,campinas,SP
cust_000519,uniq_000109,93278,salvador,BA
cust_000520,uniq_000011,32914,salvador,BA
cust_000521,uniq_000202,50664,campinas,SP
cust_000522,uniq_000404,86395,campinas,SP
cust_000523,uniq_001775,50871,uberlandia,MG
cust_000524,uniq_000759,48638,sorocaba,SP
cust_000525,uniq_000183,92273,santos,SP
cust_000526,uniq_000036,83050,caucaia,CE
cust_000527,uniq_001216,51224,campo grande,MS
cust_000528,uniq_002142,16988,maringa,PR
cust_000529,uniq_000863,44401,ribeirao preto,SP
cust_000530,uniq_000162,67968,pelotas,RS
cust_000531,uniq_000581,27976,porto alegre,RS
cust_000532,uniq_001273,54190,sorocaba,SP
cust_000533,uniq_000481,66222,uberlandia,MG
cust_000534,uniq_002495,9416,ribeirao preto,SP
cust_000535,uniq_001946,57394,campinas,SP
cust_000536,uniq_000878,74017,rio de janeiro,RJ
cust_000537,uniq_002426,22219,sorocaba,SP
cust_000538,uniq_000828,55292,santos,SP
cust_000539,uniq_000357,71231,salvador,BA
cust_000540,uniq_002392,5384,varzea grande,MT
cust_000541,uniq_002447,64763,belo horizonte,MG
cust_000542,uniq_000797,26714,salvador,BA
cust_000543,uniq_001516,40335,campo grande,MS
cust_000544,uniq_000441,65151,ribeirao preto,SP
cust_000545,uniq_001636,1435,duque de caxias,RJ
cust_000546,uniq_001759,2662,santos,SP
cust_000547,uniq_001810,45211,campinas,SP
cust_000548,uniq_001450,95026,maringa,PR
cust_000549,uniq_001795,1599,rio de janeiro,RJ
cust_000550,uniq_001415,79088,rio de janeiro,RJ
cust_000551,uniq_002090,8424,sao paulo,SP
cust_000552,uniq_000457,49403,sorocaba,SP
cust_000553,uniq_001232,43629,goiania,GO
cust_000554,uniq_001061,47340,sao paulo,SP
cust_000555,uniq_001360,9109,sao paulo,SP
cust_000556,uniq_000362,75598,sao paulo,SP
cust_000557,uniq_000825,28290,duque de caxias,RJ
cust_000558,uniq_002433,77333,uberlandia,MG
cust_000559,uniq_000268,65892,rio de janeiro,RJ
cust_000560,uniq_001620,55577,campinas,SP
cust_000561,uniq_001694,31552,ribeirao preto,SP
cust_000562,uniq_001210,65573,feira de santana,BA
cust_000563,uniq_000085,99766,juiz de fora,MG
cust_000564,uniq_000087,92388,belo horizonte,MG
