order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ord_000098,cust_001536,delivered,09/12/2018 22:46,10/12/2018 11:46,14/12/2018 11:46,27/12/2018 11:46,24/12/2018 22:46
ord_000099,cust_002379,canceled,28/01/2018 08:20,29/01/2018 06:20,,,16/02/2018 08:20
ord_000100,cust_001701,delivered,30/01/2018 11:58,30/01/2018 15:58,05/02/2018 15:58,13/02/2018 15:58,22/02/2018 11:58
ord_000101,cust_001597,delivered,17/05/2017 14:15,,21/05/2017 08:15,31/05/2017 08:15,01/06/2017 14:15
ord_000102,cust_002225,delivered,20/02/2017 17:28,21/02/2017 10:28,24/02/2017 10:28,10/03/2017 10:28,16/03/2017 17:28
ord_000103,cust_001920,delivered,29/09/2017 10:18,30/09/2017 00:18,06/10/2017 00:18,14/10/2017 00:18,22/10/2017 10:18
ord_000104,cust_000678,delivered,16/03/2018 09:41,17/03/2018 02:41,20/03/2018 02:41,02/04/2018 02:41,03/04/2018 09:41
ord_000105,cust_000761,delivered,05/04/2018 22:48,06/04/2018 00:48,12/04/2018 00:48,23/04/2018 00:48,22/04/2018 22:48
ord_000106,cust_000347,delivered,05/09/2017 13:29,06/09/2017 10:29,12/09/2017 10:29,24/09/2017 10:29,17/09/2017 13:29
ord_000107,cust_000350,delivered,12/06/2018 08:22,12/06/2018 17:22,17/06/2018 17:22,20/06/2018 17:22,24/06/2018 08:22
ord_000108,cust_002488,delivered,02/08/2017 08:44,02/08/2017 18:44,07/08/2017 18:44,15/08/2017 18:44,25/08/2017 08:44
ord_000109,cust_002041,delivered,26/11/2017 21:11,,04/12/2017 08:11,15/12/2017 08:11,11/12/2017 21:11
ord_000110,cust_001924,delivered,16/08/2017 18:35,18/08/2017 12:35,20/08/2017 12:35,23/08/2017 12:35,08/09/2017 18:35
ord_000111,cust_001326,delivered,02/08/2018 14:44,02/08/2018 22:44,05/08/2018 22:44,19/08/2018 22:44,17/08/2018 14:44
ord_000112,cust_000271,delivered,11/04/2018 18:16,12/04/2018 20:16,16/04/2018 20:16,26/04/2018 20:16,24/04/2018 18:16
ord_000113,cust_001251,delivered,25/08/2018 19:39,27/08/2018 14:39,29/08/2018 14:39,11/09/2018 14:39,12/09/2018 19:39
ord_000114,cust_000461,canceled,20/03/2017 12:44,21/03/2017 17:44,,,03/04/2017 12:44
ord_000115,cust_002891,delivered,06/02/2018 17:07,06/02/2018 20:07,10/02/2018 20:07,23/02/2018 20:07,22/02/2018 17:07
ord_000116,cust_001208,delivered,14/12/2018 10:19,15/12/2018 23:19,19/12/2018 23:19,01/01/2019 23:19,30/12/2018 10:19
ord_000117,cust_000354,delivered,16/03/2017 08:24,,20/03/2017 10:24,22/03/2017 10:24,07/04/2017 08:24
ord_000118,cust_000849,delivered,01/02/2018 14:46,02/02/2018 19:46,03/02/2018 19:46,17/02/2018 19:46,23/02/2018 14:46
ord_000119,cust_001931,delivered,27/02/2017 10:34,28/02/2017 09:34,03/03/2017 09:34,11/03/2017 09:34,18/03/2017 10:34
ord_000120,cust_001353,delivered,29/06/2017 17:26,30/06/2017 18:26,06/07/2017 18:26,14/07/2017 18:26,23/07/2017 17:26
ord_000121,cust_000180,delivered,05/03/2018 21:19,06/03/2018 07:19,08/03/2018 07:19,13/03/2018 07:19,18/03/2018 21:19
ord_000122,cust_001085,processing,10/07/2017 14:00,12/07/2017 08:00,,,29/07/2017 14:00
ord_000123,cust_002054,delivered,12/04/2018 14:01,12/04/2018 18:01,16/04/2018 18:01,25/04/2018 18:01,28/04/2018 14:01
ord_000124,cust_001593,delivered,26/11/2018 22:14,28/11/2018 19:14,02/12/2018 19:14,10/12/2018 19:14,12/12/2018 22:14
ord_000125,cust_001678,delivered,21/08/2017 20:07,,23/08/2017 22:07,03/09/2017 22:07,10/09/2017 20:07
ord_000126,cust_001982,delivered,18/05/2017 12:07,19/05/2017 02:07,20/05/2017 02:07,30/05/2017 02:07,02/06/2017 12:07
ord_000127,cust_002180,delivered,14/10/2018 13:36,15/10/2018 14:36,20/10/2018 14:36,31/10/2018 14:36,27/10/2018 13:36
ord_000128,cust_001282,delivered,03/03/2018 14:36,04/03/2018 14:36,08/03/2018 14:36,17/03/2018 14:36,20/03/2018 14:36
ord_000129,cust_002252,delivered,14/11/2018 20:02,15/11/2018 08:02,21/11/2018 08:02,05/12/2018 08:02,25/11/2018 20:02
ord_000130,cust_002716,delivered,20/11/2017 14:35,21/11/2017 03:35,27/11/2017 03:35,10/12/2017 03:35,08/12/2017 14:35
ord_000131,cust_000396,delivered,21/06/2018 15:08,22/06/2018 17:08,23/06/2018 17:08,07/07/2018 17:08,11/07/2018 15:08
ord_000132,cust_002185,delivered,26/11/2018 11:22,,29/11/2018 12:22,10/12/2018 12:22,08/12/2018 11:22
ord_000133,cust_000824,shipped,24/07/2017 17:59,25/07/2017 00:59,30/07/2017 00:59,,09/08/2017 17:59
ord_000134,cust_000324,delivered,01/10/2018 13:31,02/10/2018 07:31,04/10/2018 07:31,18/10/2018 07:31,15/10/2018 13:31
ord_000135,cust_000757,delivered,24/06/2018 12:02,24/06/2018 13:02,26/06/2018 13:02,09/07/2018 13:02,05/07/2018 12:02
ord_000136,cust_002789,canceled,07/10/2018 13:20,07/10/2018 17:20,,,18/10/2018 13:20
ord_000137,cust_001824,delivered,23/07/2017 10:40,23/07/2017 11:40,27/07/2017 11:40,09/08/2017 11:40,09/08/2017 10:40
ord_000138,cust_001375,delivered,13/02/2018 11:13,15/02/2018 02:13,18/02/2018 02:13,26/02/2018 02:13,03/03/2018 11:13
ord_000139,cust_000775,delivered,11/06/2017 13:57,11/06/2017 18:57,17/06/2017 18:57,28/06/2017 18:57,29/06/2017 13:57
ord_000140,cust_001598,delivered,11/12/2018 17:25,,18/12/2018 01:25,24/12/2018 01:25,21/12/2018 17:25
ord_000141,cust_001547,delivered,27/03/2017 20:01,29/03/2017 10:01,30/03/2017 10:01,04/04/2017 10:01,06/04/2017 20:01
ord_000142,cust_001222,delivered,30/03/2017 13:32,31/03/2017 09:32,06/04/2017 09:32,13/04/2017 09:32,10/04/2017 13:32
ord_000143,cust_001326,delivered,21/11/2018 15:40,22/11/2018 12:40,23/11/2018 12:40,27/11/2018 12:40,12/12/2018 15:40
ord_000144,cust_002170,canceled,16/11/2017 18:27,18/11/2017 01:27,,,05/12/2017 18:27
ord_000145,cust_001756,delivered,02/06/2018 21:55,04/06/2018 02:55,10/06/2018 02:55,17/06/2018 02:55,19/06/2018 21:55
ord_000146,cust_000085,delivered,05/11/2017 15:54,06/11/2017 10:54,09/11/2017 10:54,23/11/2017 10:54,15/11/2017 15:54
ord_000147,cust_001054,canceled,04/07/2018 17:08,,,,14/07/2018 17:08
ord_000148,cust_000186,delivered,13/08/2017 09:04,13/08/2017 19:04,14/08/2017 19:04,20/08/2017 19:04,28/08/2017 09:04
ord_000149,cust_002774,delivered,02/03/2018 11:18,02/03/2018 21:18,05/03/2018 21:18,10/03/2018 21:18,24/03/2018 11:18
ord_000150,cust_000966,delivered,22/04/2018 09:36,23/04/2018 09:36,29/04/2018 09:36,03/05/2018 09:36,03/05/2018 09:36
ord_000151,cust_002895,delivered,29/11/2017 14:36,01/12/2017 07:36,04/12/2017 07:36,06/12/2017 07:36,17/12/2017 14:36
ord_000152,cust_000749,delivered,06/10/2017 15:16,08/10/2017 10:16,11/10/2017 10:16,15/10/2017 10:16,24/10/2017 15:16
ord_000153,cust_001052,delivered,22/06/2017 17:57,24/06/2017 04:57,25/06/2017 04:57,03/07/2017 04:57,16/07/2017 17:57
ord_000154,cust_001232,delivered,08/08/2018 12:18,08/08/2018 12:18,12/08/2018 12:18,19/08/2018 12:18,22/08/2018 12:18
ord_000155,cust_002742,delivered,21/07/2017 15:48,,25/07/2017 01:48,04/08/2017 01:48,04/08/2017 15:48
ord_000156,cust_000270,delivered,09/11/2017 15:49,09/11/2017 22:49,14/11/2017 22:49,27/11/2017 22:49,28/11/2017 15:49
ord_000157,cust_002379,delivered,01/12/2017 09:05,03/12/2017 02:05,08/12/2017 02:05,11/12/2017 02:05,17/12/2017 09:05
ord_000158,cust_001969,delivered,27/02/2018 14:13,27/02/2018 19:13,04/03/2018 19:13,10/03/2018 19:13,11/03/2018 14:13
ord_000159,cust_000678,delivered,06/08/2018 08:12,06/08/2018 14:12,10/08/2018 14:12,23/08/2018 14:12,25/08/2018 08:12
ord_000160,cust_002529,delivered,08/02/2018 12:55,09/02/2018 12:55,13/02/2018 12:55,18/02/2018 12:55,04/03/2018 12:55
ord_000161,cust_001688,delivered,08/11/2018 19:21,,12/11/2018 20:21,15/11/2018 20:21,01/12/2018 19:21
ord_000162,cust_001511,delivered,23/07/2018 22:50,24/07/2018 14:50,29/07/2018 14:50,03/08/2018 14:50,03/08/2018 22:50
ord_000163,cust_001132,delivered,21/10/2018 11:28,22/10/2018 10:28,27/10/2018 10:28,03/11/2018 10:28,11/11/2018 11:28
ord_000164,cust_001255,delivered,14/08/2018 21:27,16/08/2018 07:27,18/08/2018 07:27,23/08/2018 07:27,03/09/2018 21:27
ord_000165,cust_002402,delivered,01/07/2017 13:54,02/07/2017 20:54,04/07/2017 20:54,12/07/2017 20:54,20/07/2017 13:54
ord_000166,cust_002909,delivered,20/12/2018 17:26,22/12/2018 03:26,27/12/2018 03:26,31/12/2018 03:26,05/01/2019 17:26
ord_000167,cust_002681,delivered,23/09/2018 21:44,24/09/2018 08:44,27/09/2018 08:44,06/10/2018 08:44,14/10/2018 21:44
ord_000168,cust_001004,delivered,18/05/2018 13:25,19/05/2018 15:25,21/05/2018 15:25,03/06/2018 15:25,05/06/2018 13:25
ord_000169,cust_001867,delivered,18/07/2017 08:06,,24/07/2017 14:06,30/07/2017 14:06,29/07/2017 08:06
ord_000170,cust_002995,delivered,25/07/2017 22:03,26/07/2017 09:03,01/08/2017 09:03,10/08/2017 09:03,05/08/2017 22:03
ord_000171,cust_001890,delivered,13/06/2018 20:12,15/06/2018 18:12,20/06/2018 18:12,01/07/2018 18:12,03/07/2018 20:12
ord_000172,cust_000007,delivered,31/01/2018 16:43,31/01/2018 18:43,03/02/2018 18:43,05/02/2018 18:43,16/02/2018 16:43
ord_000173,cust_002163,delivered,20/07/2018 22:22,21/07/2018 20:22,25/07/2018 20:22,31/07/2018 20:22,07/08/2018 22:22
ord_000174,cust_001714,shipped,29/12/2017 21:27,30/12/2017 20:27,05/01/2018 20:27,,20/01/2018 21:27
ord_000175,cust_001485,delivered,09/04/2018 21:06,10/04/2018 08:06,14/04/2018 08:06,19/04/2018 08:06,23/04/2018 21:06
ord_000176,cust_000109,shipped,09/08/2017 12:37,09/08/2017 14:37,14/08/2017 14:37,,01/09/2017 12:37
ord_000177,cust_001411,delivered,08/07/2017 18:48,,15/07/2017 00:48,22/07/2017 00:48,21/07/2017 18:48
ord_000178,cust_002370,delivered,12/04/2017 13:37,14/04/2017 00:37,19/04/2017 00:37,03/05/2017 00:37,28/04/2017 13:37
ord_000179,cust_001689,delivered,11/10/2018 17:59,12/10/2018 21:59,16/10/2018 21:59,19/10/2018 21:59,25/10/2018 17:59
ord_000180,cust_000807,delivered,07/05/2018 09:00,08/05/2018 11:00,11/05/2018 11:00,21/05/2018 11:00,27/05/2018 09:00
ord_000181,cust_002455,delivered,04/12/2018 16:00,04/12/2018 23:00,07/12/2018 23:00,21/12/2018 23:00,15/12/2018 16:00
ord_000182,cust_001344,delivered,02/09/2018 10:30,03/09/2018 12:30,08/09/2018 12:30,21/09/2018 12:30,17/09/2018 10:30
ord_000183,cust_001942,delivered,13/09/2018 12:15,13/09/2018 20:15,16/09/2018 20:15,25/09/2018 20:15,27/09/2018 12:15
ord_000184,cust_000043,delivered,06/04/2018 13:41,07/04/2018 03:41,09/04/2018 03:41,16/04/2018 03:41,26/04/2018 13:41
ord_000185,cust_000431,delivered,09/10/2018 13:47,,13/10/2018 10:47,16/10/2018 10:47,20/10/2018 13:47
ord_000186,cust_000601,delivered,02/12/2018 10:06,03/12/2018 07:06,07/12/2018 07:06,12/12/2018 07:06,21/12/2018 10:06
ord_000187,cust_000421,delivered,17/08/2018 10:55,17/08/2018 11:55,23/08/2018 11:55,04/09/2018 11:55,06/09/2018 10:55
ord_000188,cust_001277,delivered,16/05/2017 12:01,17/05/2017 16:01,20/05/2017 16:01,22/05/2017 16:01,05/06/2017 12:01
ord_000189,cust_001247,delivered,06/07/2018 12:41,06/07/2018 20:41,10/07/2018 20:41,21/07/2018 20:41,23/07/2018 12:41
ord_000190,cust_000241,delivered,02/06/2017 13:23,02/06/2017 13:23,04/06/2017 13:23,18/06/2017 13:23,21/06/2017 13:23
ord_000191,cust_001977,delivered,14/04/2017 09:40,15/04/2017 17:40,18/04/2017 17:40,25/04/2017 17:40,25/04/2017 09:40
ord_000192,cust_001449,delivered,31/07/2018 11:05,01/08/2018 17:05,04/08/2018 17:05,16/08/2018 17:05,18/08/2018 11:05
ord_000193,cust_001173,delivered,19/10/2018 18:56,20/10/2018 04:56,23/10/2018 04:56,06/11/2018 04:56,08/11/2018 18:56
ord_000194,cust_000728,delivered,11/07/2017 17:56,,19/07/2017 04:56,30/07/2017 04:56,24/07/2017 17:56
ord_000195,cust_001145,delivered,10/04/2017 14:31,10/04/2017 22:31,16/04/2017 22:31,24/04/2017 22:31,22/04/2017 14:31
ord_000196,cust_000489,delivered,16/11/2018 13:30,17/11/2018 13:30,19/11/2018 13:30,28/11/2018 13:30,30/11/2018 13:30
ord_000197,cust_002686,delivered,14/06/2017 21:38,15/06/2017 23:38,18/06/2017 23:38,22/06/2017 23:38,01/07/2017 21:38
ord_000198,cust_001543,delivered,20/02/2017 08:34,20/02/2017 13:34,21/02/2017 13:34,24/02/2017 13:34,02/03/2017 08:34
ord_000199,cust_002604,delivered,16/08/2018 13:32,17/08/2018 22:32,22/08/2018 22:32,03/09/2018 22:32,08/09/2018 13:32
ord_000200,cust_002567,delivered,26/10/2018 16:35,27/10/2018 16:35,01/11/2018 16:35,09/11/2018 16:35,14/11/2018 16:35
ord_000201,cust_001426,delivered,10/04/2018 20:51,11/04/2018 16:51,17/04/2018 16:51,01/05/2018 16:51,01/05/2018 20:51
ord_000202,cust_001193,canceled,26/04/2018 22:36,,,,18/05/2018 22:36
ord_000203,cust_002154,delivered,01/12/2017 12:11,03/12/2017 01:11,09/12/2017 01:11,14/12/2017 01:11,19/12/2017 12:11
