order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_000160,1,boleto,1,177.68
ord_000161,1,credit_card,4,55.53
ord_000162,1,credit_card,4,116.96
ord_000163,1,credit_card,3,83.47
ord_000164,1,credit_card,1,122.76
ord_000165,1,credit_card,10,54.53
ord_000166,1,voucher,1,43.36
ord_000166,2,credit_card,8,43.36
ord_000167,1,credit_card,10,46.97
ord_000168,1,boleto,1,167.73
ord_000169,1,credit_card,1,75.0
ord_000170,1,boleto,1,130.24
ord_000171,1,voucher,1,374.68
ord_000172,1,boleto,1,113.41
ord_000173,1,credit_card,1,82.42
ord_000174,1,boleto,1,76.14
ord_000175,1,boleto,1,66.09
ord_000176,1,credit_card,1,109.74
ord_000177,1,boleto,1,83.11
ord_000178,1,credit_card,2,28.96
ord_000179,1,credit_card,1,99.41
ord_000180,1,credit_card,1,359.65
ord_000181,1,credit_card,2,39.55
ord_000182,1,credit_card,1,97.68
ord_000183,1,credit_card,8,378.03
ord_000184,1,credit_card,1,102.46
ord_000185,1,credit_card,1,139.09
ord_000186,1,boleto,1,90.8
ord_000187,1,credit_card,1,40.95
ord_000188,1,credit_card,1,103.96
ord_000189,1,credit_card,2,254.6
ord_000190,1,credit_card,2,337.86
ord_000191,1,credit_card,1,212.75
ord_000192,1,credit_card,1,119.76
ord_000193,1,credit_card,10,172.41
ord_000194,1,credit_card,3,319.11
ord_000195,1,boleto,1,324.63
ord_000196,1,credit_card,1,118.96
ord_000196,2,boleto,1,118.96
ord_000197,1,credit_card,3,217.18
ord_000198,1,credit_card,3,42.34
ord_000199,1,boleto,1,118.18
ord_000200,1,credit_card,10,55.57
ord_000201,1,boleto,1,220.29
ord_000202,1,credit_card,1,54.53
ord_000203,1,boleto,1,80.86
ord_000204,1,boleto,1,83.34
ord_000205,1,credit_card,2,71.52
ord_000206,1,credit_card,4,106.11
ord_000207,1,credit_card,2,190.98
ord_000208,1,credit_card,3,40.18
ord_000209,1,credit_card,1,175.15
ord_000210,1,credit_card,3,282.02
ord_000211,1,credit_card,8,223.7
ord_000212,1,credit_card,1,43.06
ord_000213,1,credit_card,1,502.12
ord_000214,1,credit_card,1,83.35
ord_000215,1,credit_card,2,26.72
ord_000216,1,credit_card,1,88.1
ord_000216,2,credit_card,4,88.1
ord_000217,1,credit_card,1,196.28
ord_000218,1,credit_card,1,173.85
ord_000219,1,boleto,1,236.17
ord_000220,1,credit_card,1,33.89
ord_000221,1,credit_card,4,51.86
ord_000222,1,credit_card,5,136.84
ord_000223,1,credit_card,1,83.97
ord_000224,1,credit_card,1,54.89
ord_000225,1,credit_card,4,82.58
ord_000226,1,credit_card,2,162.41
ord_000227,1,credit_card,6,190.65
ord_000228,1,credit_card,4,38.18
ord_000229,1,credit_card,1,40.83
ord_000230,1,credit_card,6,42.33
ord_000231,1,credit_card,1,132.72
ord_000232,1,credit_card,3,143.65
ord_000233,1,boleto,1,152.37
ord_000234,1,credit_card,1,78.12
ord_000235,1,credit_card,5,69.02
ord_000236,1,credit_card,1,48.41
ord_000237,1,credit_card,6,40.35
ord_000238,1,credit_card,1,32.38
ord_000239,1,credit_card,8,361.87
ord_000240,1,boleto,1,374.3
ord_000241,1,credit_card,6,56.13
ord_000242,1,credit_card,5,14.0
ord_000243,1,credit_card,1,191.83
ord_000244,1,credit_card,1,62.74
ord_000245,1,credit_card,1,123.03
ord_000246,1,credit_card,3,150.65
ord_000247,1,credit_card,4,105.61
ord_000248,1,credit_card,1,65.95
ord_000249,1,voucher,1,183.63
ord_000250,1,credit_card,5,86.7
ord_000251,1,credit_card,1,73.58
ord_000252,1,boleto,1,52.05
ord_000253,1,credit_card,1,80.01
ord_000254,1,credit_card,2,227.55
ord_000255,1,boleto,1,36.83
ord_000256,1,credit_card,3,12.41
ord_000257,1,credit_card,1,184.18
ord_000258,1,credit_card,1,229.38
ord_000259,1,credit_card,1,79.86
ord_000260,1,credit_card,2,152.94
ord_000261,1,credit_card,8,212.77
ord_000262,1,credit_card,8,27.43
ord_000263,1,credit_card,1,217.22
ord_000264,1,credit_card,2,255.4
ord_000265,1,credit_card,2,31.86
ord_000266,1,credit_card,1,263.65
ord_000267,1,credit_card,1,123.47
ord_000268,1,boleto,1,157.33
ord_000269,1,boleto,1,47.55
ord_000270,1,credit_card,1,62.11
ord_000271,1,boleto,1,137.41
ord_000272,1,boleto,1,105.97
ord_000273,1,credit_card,1,40.96
ord_000274,1,credit_card,1,97.4
ord_000275,1,credit_card,10,88.45
ord_000276,1,credit_card,1,12.69
ord_000277,1,credit_card,3,67.5
ord_000278,1,voucher,1,59.89
ord_000279,1,boleto,1,30.45
ord_000280,1,credit_card,2,414.88
ord_000281,1,boleto,1,50.45
ord_000282,1,credit_card,2,226.08
ord_000283,1,boleto,1,57.21
ord_000284,1,credit_card,2,83.08
ord_000285,1,boleto,1,105.5
ord_000286,1,credit_card,10,97.5
ord_000287,1,credit_card,1,43.97
ord_000288,1,credit_card,3,25.37
ord_000289,1,credit_card,1,118.27
ord_000290,1,credit_card,1,92.2
ord_000291,1,credit_card,1,131.77
ord_000292,1,credit_card,1,331.49
ord_000293,1,boleto,1,58.23
ord_000294,1,credit_card,3,219.22
ord_000295,1,voucher,1,179.83
ord_000296,1,credit_card,3,23.35
ord_000297,1,voucher,1,129.61
ord_000298,1,credit_card,1,204.86
ord_000299,1,credit_card,3,109.31
ord_000300,1,credit_card,1,128.52
ord_000301,1,credit_card,4,88.97
ord_000302,1,credit_card,1,533.02
ord_000303,1,boleto,1,186.89
ord_000304,1,credit_card,1,136.28
ord_000305,1,boleto,1,150.47
ord_000306,1,credit_card,1,251.26
ord_000307,1,boleto,1,184.17
ord_000308,1,credit_card,1,120.34
ord_000309,1,credit_card,1,84.69
ord_000310,1,credit_card,3,115.26
ord_000311,1,credit_card,2,134.01
ord_000312,1,credit_card,8,154.34
ord_000313,1,credit_card,1,179.64
ord_000314,1,credit_card,8,106.74
ord_000315,1,boleto,1,90.18
ord_000316,1,credit_card,1,167.96
ord_000317,1,credit_card,1,319.7
ord_000318,1,credit_card,1,86.11
ord_000319,1,credit_card,2,59.3
ord_000320,1,credit_card,10,80.74
ord_000321,1,boleto,1,103.78
ord_000322,1,credit_card,1,117.15
ord_000323,1,credit_card,1,146.78
ord_000324,1,boleto,1,69.65
ord_000325,1,credit_card,1,64.42
ord_000326,1,credit_card,6,105.18
ord_000327,1,credit_card,1,113.6
ord_000328,1,credit_card,2,117.29
ord_000329,1,credit_card,1,133.25
ord_000330,1,credit_card,3,67.9
ord_000331,1,credit_card,1,63.82
ord_000332,1,credit_card,1,127.44
ord_000333,1,credit_card,10,83.71
ord_000334,1,credit_card,5,106.13
ord_000335,1,credit_card,4,55.13
ord_000336,1,credit_card,4,33.24
ord_000337,1,credit_card,4,139.97
ord_000338,1,boleto,1,60.32
ord_000339,1,credit_card,4,77.91
ord_000340,1,credit_card,1,86.02
ord_000341,1,credit_card,2,100.96
ord_000342,1,debit_card,1,96.98
ord_000343,1,credit_card,6,146.02
ord_000344,1,credit_card,1,257.23
ord_000345,1,credit_card,1,113.43
ord_000346,1,credit_card,1,210.0
ord_000347,1,credit_card,5,90.73
ord_000348,1,credit_card,1,73.43
ord_000349,1,credit_card,1,225.99
ord_000350,1,credit_card,2,224.64
ord_000351,1,boleto,1,62.54
ord_000352,1,credit_card,4,147.61
ord_000353,1,credit_card,3,41.68
ord_000354,1,credit_card,1,39.5
ord_000355,1,credit_card,5,48.65
ord_000356,1,credit_card,1,105.4
ord_000357,1,credit_card,1,116.39
ord_000358,1,credit_card,1,54.88
ord_000359,1,credit_card,1,37.04
ord_000359,2,credit_card,4,37.04
ord_000360,1,credit_card,2,216.67
ord_000361,1,boleto,1,155.47
ord_000362,1,credit_card,1,296.19
ord_000363,1,credit_card,8,131.03
ord_000364,1,credit_card,1,134.94
ord_000365,1,boleto,1,95.82
ord_000366,1,credit_card,8,108.24
ord_000367,1,credit_card,1,69.37
ord_000368,1,credit_card,1,107.1
ord_000369,1,credit_card,1,155.69
ord_000370,1,credit_card,5,37.89
ord_000371,1,credit_card,1,205.24
ord_000372,1,credit_card,8,293.17
ord_000373,1,credit_card,1,79.58
ord_000374,1,credit_card,3,120.92
ord_000375,1,credit_card,2,29.73
ord_000376,1,credit_card,10,41.56
ord_000377,1,boleto,1,43.08
ord_000378,1,voucher,1,110.91
ord_000379,1,credit_card,1,71.41
ord_000380,1,credit_card,1,40.14
ord_000381,1,credit_card,1,90.9
ord_000382,1,boleto,1,184.95
ord_000383,1,boleto,1,170.6
ord_000384,1,credit_card,1,247.36
ord_000385,1,boleto,1,53.85
ord_000386,1,credit_card,6,73.49
ord_000387,1,credit_card,1,252.31
ord_000388,1,credit_card,4,370.96
ord_000389,1,credit_card,1,58.4
ord_000390,1,boleto,1,128.45
ord_000391,1,credit_card,2,178.89
ord_000392,1,credit_card,1,92.6
ord_000393,1,boleto,1,32.99
ord_000393,2,boleto,1,32.99
ord_000394,1,credit_card,1,32.84
ord_000395,1,credit_card,5,162.49
ord_000396,1,boleto,1,103.16
ord_000397,1,boleto,1,206.83
ord_000398,1,credit_card,1,136.66
ord_000399,1,boleto,1,123.12
ord_000400,1,credit_card,1,319.74
ord_000401,1,credit_card,1,65.36
ord_000402,1,credit_card,1,179.75
ord_000403,1,boleto,1,221.23
ord_000404,1,voucher,1,73.72
ord_000405,1,boleto,1,67.24
ord_000406,1,boleto,1,16.02
ord_000407,1,credit_card,1,40.13
ord_000408,1,credit_card,2,158.23
ord_000409,1,voucher,1,227.92
ord_000410,1,credit_card,1,55.5
ord_000411,1,credit_card,1,74.02
ord_000412,1,credit_card,8,60.42
ord_000413,1,boleto,1,17.45
ord_000414,1,credit_card,1,43.09
ord_000415,1,credit_card,3,12.92
ord_000416,1,boleto,1,27.85
ord_000417,1,credit_card,1,35.2
ord_000418,1,voucher,1,51.06
ord_000419,1,credit_card,1,37.1
ord_000420,1,boleto,1,106.98
ord_000421,1,credit_card,1,60.69
ord_000422,1,boleto,1,59.79
ord_000423,1,credit_card,3,134.88
ord_000423,2,boleto,1,134.88
ord_000424,1,credit_card,1,129.13
ord_000425,1,credit_card,10,59.02
ord_000426,1,credit_card,2,164.88
ord_000427,1,credit_card,2,64.74
ord_000428,1,credit_card,2,127.18
ord_000429,1,boleto,1,406.18
ord_000430,1,credit_card,2,65.53
ord_000430,2,credit_card,6,65.53
ord_000431,1,credit_card,1,134.47
ord_000432,1,credit_card,6,31.61
ord_000433,1,credit_card,3,359.89
ord_000434,1,credit_card,8,148.37
ord_000435,1,credit_card,2,39.41
ord_000436,1,credit_card,2,170.23
ord_000437,1,boleto,1,70.01
ord_000438,1,credit_card,3,226.13
ord_000439,1,credit_card,2,164.64
ord_000440,1,boleto,1,124.8
ord_000441,1,debit_card,1,217.58
ord_000442,1,boleto,1,23.72
ord_000443,1,credit_card,1,121.01
ord_000444,1,credit_card,3,184.32
ord_000445,1,voucher,1,140.64
ord_000446,1,credit_card,1,41.14
ord_000447,1,credit_card,2,227.6
ord_000448,1,credit_card,1,78.46
ord_000449,1,credit_card,1,74.64
ord_000450,1,boleto,1,71.83
ord_000451,1,boleto,1,145.04
ord_000452,1,credit_card,3,45.28
ord_000453,1,credit_card,3,145.97
ord_000454,1,boleto,1,181.86
ord_000455,1,boleto,1,414.81
ord_000456,1,credit_card,2,152.62
ord_000457,1,credit_card,4,87.62
ord_000458,1,credit_card,1,97.03
ord_000459,1,credit_card,1,79.69
ord_000460,1,credit_card,1,114.2
ord_000461,1,credit_card,2,66.45
ord_000462,1,boleto,1,129.82
ord_000463,1,credit_card,1,12.1
ord_000464,1,credit_card,2,168.89
ord_000465,1,credit_card,8,205.08
ord_000466,1,boleto,1,257.1
ord_000467,1,credit_card,3,74.22
ord_000468,1,credit_card,4,101.14
ord_000469,1,credit_card,1,134.37
ord_000469,2,credit_card,1,134.37
ord_000470,1,credit_card,1,204.26
ord_000471,1,boleto,1,46.88
ord_000472,1,credit_card,3,85.45
ord_000473,1,credit_card,5,100.99
ord_000474,1,credit_card,1,93.42
ord_000475,1,credit_card,1,168.14
ord_000476,1,boleto,1,269.95
ord_000477,1,credit_card,1,65.16
ord_000478,1,credit_card,6,213.65
ord_000479,1,credit_card,1,31.54
ord_000480,1,credit_card,1,50.91
ord_000481,1,credit_card,1,39.13
ord_000482,1,credit_card,1,153.15
ord_000483,1,credit_card,1,277.58
ord_000484,1,credit_card,5,67.91
ord_000485,1,credit_card,1,244.35
ord_000486,1,credit_card,6,103.48
ord_000487,1,credit_card,1,39.44
ord_000488,1,debit_card,1,89.74
ord_000489,1,credit_card,2,87.02
ord_000490,1,credit_card,6,58.02
ord_000491,1,voucher,1,59.52
ord_000492,1,credit_card,1,350.31
ord_000493,1,voucher,1,95.97
ord_000494,1,credit_card,8,71.0
ord_000495,1,boleto,1,237.0
ord_000496,1,credit_card,1,107.93
ord_000497,1,credit_card,4,33.57
ord_000498,1,credit_card,2,244.08
ord_000499,1,credit_card,5,116.47
ord_000500,1,boleto,1,122.13
ord_000501,1,credit_card,8,194.5
ord_000502,1,credit_card,1,111.92
ord_000503,1,credit_card,1,18.36
ord_000504,1,voucher,1,208.95
ord_000505,1,voucher,1,19.23
ord_000506,1,boleto,1,19.59
ord_000507,1,credit_card,10,121.36
ord_000508,1,credit_card,3,151.96
ord_000509,1,credit_card,5,357.45
ord_000510,1,boleto,1,241.45
ord_000511,1,credit_card,3,29.4
ord_000512,1,boleto,1,85.71
ord_000513,1,credit_card,1,195.55
ord_000514,1,credit_card,1,40.34
ord_000515,1,credit_card,3,41.22
ord_000516,1,credit_card,1,37.14
ord_000517,1,credit_card,1,237.27
ord_000518,1,debit_card,1,79.28
ord_000519,1,credit_card,1,28.78
ord_000520,1,credit_card,1,53.66
ord_000521,1,boleto,1,240.44
ord_000522,1,credit_card,8,88.59
ord_000523,1,credit_card,2,144.99
ord_000524,1,credit_card,2,392.51
ord_000525,1,boleto,1,28.41
ord_000526,1,voucher,1,52.61
ord_000527,1,boleto,1,78.04
ord_000528,1,credit_card,1,108.1
ord_000529,1,credit_card,1,38.97
ord_000530,1,credit_card,2,57.62
ord_000531,1,boleto,1,9.65
ord_000532,1,credit_card,6,14.24
ord_000533,1,boleto,1,37.84
ord_000534,1,credit_card,1,148.49
ord_000535,1,voucher,1,212.44
ord_000536,1,credit_card,1,132.87
ord_000537,1,credit_card,2,55.23
ord_000537,2,credit_card,1,55.23
ord_000538,1,credit_card,2,29.49
ord_000539,1,boleto,1,59.87
ord_000540,1,voucher,1,67.67
ord_000541,1,credit_card,1,132.93
ord_000542,1,credit_card,2,14.37
ord_000543,1,credit_card,1,731.11
ord_000544,1,voucher,1,132.1
ord_000545,1,credit_card,1,146.6
ord_000546,1,debit_card,1,223.23
ord_000547,1,credit_card,6,96.45
ord_000548,1,credit_card,3,390.48
ord_000549,1,credit_card,1,30.59
ord_000550,1,credit_card,1,93.6
ord_000551,1,debit_card,1,260.52
ord_000552,1,credit_card,1,142.12
ord_000553,1,credit_card,1,198.93
ord_000554,1,voucher,1,30.86
ord_000555,1,credit_card,2,189.68
ord_000556,1,credit_card,8,59.17
ord_000557,1,credit_card,1,136.93
ord_000558,1,credit_card,1,22.19
ord_000559,1,credit_card,1,22.25
ord_000559,2,credit_card,1,22.25
ord_000560,1,credit_card,3,98.89
ord_000561,1,credit_card,1,158.66
ord_000562,1,credit_card,4,17.73
ord_000563,1,credit_card,1,65.04
ord_000564,1,credit_card,3,148.0
ord_000565,1,credit_card,1,64.88
ord_000566,1,boleto,1,293.42
ord_000567,1,credit_card,3,65.77
ord_000568,1,boleto,1,196.88
ord_000569,1,credit_card,10,251.96
ord_000570,1,credit_card,4,66.24
ord_000571,1,credit_card,4,83.86
ord_000572,1,credit_card,1,26.96
ord_000573,1,credit_card,2,615.24
ord_000574,1,credit_card,2,112.26
ord_000575,1,voucher,1,126.82
ord_000576,1,boleto,1,48.96
ord_000577,1,credit_card,4,29.94
ord_000578,1,credit_card,1,332.66
ord_000579,1,credit_card,1,172.72
ord_000580,1,credit_card,1,45.87
ord_000581,1,debit_card,1,232.63
ord_000582,1,credit_card,1,134.4
ord_000583,1,credit_card,1,246.55
ord_000584,1,credit_card,6,27.62
ord_000585,1,credit_card,2,77.56
ord_000586,1,credit_card,8,91.96
ord_000587,1,credit_card,5,108.95
ord_000588,1,voucher,1,105.05
ord_000589,1,boleto,1,88.96
ord_000590,1,credit_card,1,248.31
ord_000591,1,credit_card,6,117.08
ord_000592,1,credit_card,4,70.34
ord_000593,1,credit_card,1,87.75
ord_000594,1,credit_card,2,23.9
ord_000595,1,credit_card,1,85.9
ord_000596,1,credit_card,1,78.75
ord_000597,1,boleto,1,52.2
ord_000598,1,debit_card,1,146.2
ord_000599,1,credit_card,3,70.64
ord_000600,1,credit_card,1,99.34
ord_000601,1,credit_card,1,68.43
ord_000602,1,boleto,1,193.94
ord_000603,1,boleto,1,401.13
ord_000604,1,credit_card,2,103.92
ord_000605,1,credit_card,3,11.15
ord_000605,2,credit_card,1,11.15
ord_000606,1,credit_card,5,53.88
ord_000607,1,credit_card,10,150.15
ord_000608,1,boleto,1,103.94
ord_000609,1,boleto,1,16.46
ord_000609,2,boleto,1,16.46
ord_000610,1,credit_card,10,18.26
ord_000610,2,credit_card,1,18.26
ord_000611,1,credit_card,1,214.83
ord_000612,1,credit_card,1,20.85
ord_000613,1,boleto,1,104.37
ord_000614,1,credit_card,2,157.84
ord_000615,1,credit_card,1,184.92
ord_000616,1,credit_card,1,69.29
ord_000617,1,credit_card,1,31.05
ord_000618,1,credit_card,1,53.79
ord_000619,1,credit_card,1,206.46
ord_000620,1,voucher,1,66.09
ord_000621,1,credit_card,1,49.71
ord_000622,1,credit_card,1,82.6
ord_000623,1,boleto,1,99.4
ord_000624,1,credit_card,10,61.81
ord_000625,1,credit_card,1,66.13
ord_000626,1,credit_card,1,344.79
ord_000627,1,credit_card,1,57.1
ord_000628,1,credit_card,1,412.08
ord_000629,1,boleto,1,43.67
ord_000630,1,credit_card,2,207.15
ord_000631,1,credit_card,3,95.92
ord_000632,1,boleto,1,179.71
ord_000633,1,credit_card,8,124.52
ord_000634,1,credit_card,1,51.3
ord_000635,1,credit_card,4,304.2
ord_000636,1,credit_card,1,46.69
ord_000637,1,credit_card,8,300.5
ord_000638,1,credit_card,10,251.27
ord_000639,1,voucher,1,92.94
ord_000640,1,credit_card,1,80.39
ord_000641,1,credit_card,4,51.57
ord_000642,1,credit_card,1,175.88
ord_000643,1,credit_card,1,48.1
ord_000644,1,credit_card,8,87.44
ord_000645,1,credit_card,5,47.74
ord_000646,1,credit_card,2,62.5
ord_000647,1,credit_card,1,124.87
ord_000648,1,boleto,1,128.69
ord_000649,1,credit_card,4,47.56
ord_000649,2,boleto,1,47.56
ord_000650,1,credit_card,1,134.12
ord_000651,1,credit_card,1,46.66
ord_000652,1,voucher,1,107.33
ord_000653,1,credit_card,1,405.83
ord_000654,1,credit_card,3,55.01
ord_000655,1,credit_card,4,38.39
ord_000656,1,credit_card,5,109.15
ord_000657,1,credit_card,8,100.33
ord_000658,1,credit_card,1,89.57
ord_000659,1,credit_card,5,244.44
ord_000660,1,boleto,1,209.5
ord_000661,1,credit_card,3,185.49
ord_000662,1,credit_card,1,19.88
ord_000663,1,credit_card,2,49.21
ord_000664,1,credit_card,2,199.16
ord_000665,1,boleto,1,206.69
ord_000666,1,credit_card,1,154.06
ord_000667,1,credit_card,1,50.52
ord_000668,1,credit_card,1,49.82
ord_000669,1,credit_card,1,239.06
ord_000670,1,debit_card,1,86.25
ord_000671,1,credit_card,1,60.08
ord_000672,1,credit_card,3,123.58
ord_000673,1,credit_card,1,127.66
ord_000674,1,boleto,1,147.57
ord_000675,1,credit_card,1,310.3
ord_000676,1,credit_card,1,49.33
ord_000677,1,credit_card,3,24.42
ord_000678,1,boleto,1,69.34
ord_000679,1,credit_card,6,153.95
ord_000680,1,credit_card,10,75.88
ord_000681,1,credit_card,1,132.96
ord_000682,1,boleto,1,266.09
ord_000683,1,credit_card,4,42.91
ord_000684,1,boleto,1,142.22
ord_000685,1,credit_card,4,85.84
ord_000686,1,credit_card,8,171.61
ord_000687,1,credit_card,1,148.75
ord_000688,1,credit_card,1,45.66
ord_000689,1,credit_card,6,156.99
ord_000690,1,credit_card,1,51.77
ord_000691,1,credit_card,1,73.45
ord_000692,1,debit_card,1,307.2
ord_000693,1,boleto,1,32.9
ord_000694,1,credit_card,4,218.91
ord_000695,1,boleto,1,203.63
ord_000696,1,boleto,1,88.21
ord_000697,1,credit_card,5,77.62
ord_000698,1,credit_card,3,109.14
ord_000699,1,boleto,1,43.05
ord_000700,1,credit_card,1,343.19
ord_000701,1,credit_card,10,59.41
ord_000702,1,credit_card,5,20.74
ord_000703,1,credit_card,2,44.11
ord_000704,1,credit_card,3,321.4
ord_000705,1,credit_card,3,147.43
ord_000706,1,credit_card,1,325.06
ord_000707,1,credit_card,1,230.55
ord_000708,1,credit_card,1,52.71
ord_000709,1,credit_card,1,115.58
ord_000710,1,boleto,1,150.35
ord_000711,1,boleto,1,63.47
ord_000712,1,credit_card,6,152.43
ord_000713,1,boleto,1,48.04
ord_000714,1,credit_card,8,86.13
ord_000715,1,boleto,1,67.03
ord_000716,1,credit_card,2,27.93
ord_000717,1,credit_card,1,341.44
ord_000718,1,credit_card,1,29.01
ord_000719,1,credit_card,2,90.68
ord_000720,1,credit_card,2,76.46
ord_000721,1,credit_card,1,111.48
ord_000722,1,credit_card,8,107.29
ord_000723,1,credit_card,4,181.44
ord_000724,1,credit_card,5,165.03
ord_000725,1,credit_card,3,36.65
